uid,namedLocation,date,domainID,siteID,plotID,plotType,nlcdClass,decimalLatitude,decimalLongitude,geodeticDatum,coordinateUncertainty,easting,northing,utmZone,elevation,elevationUncertainty,eventID,eventType,dataCollected,subplotsSampled,samplingProtocolVersion,targetTaxaPresent,treesPresent,treesAbsentList,shrubsPresent,shrubsAbsentList,lianasPresent,lianasAbsentList,nestedSubplotAreaShrubSapling,nestedSubplotAreaLiana,totalSampledAreaTrees,totalSampledAreaShrubSapling,totalSampledAreaLiana,remarks,measuredBy,recordedBy,dataQF
"3f83a86c-8096-4dd9-862c-f6a4b7d259ec","TREE_023.basePlot.vst","2019-11-04","D05","TREE","TREE_023","distributed","mixedForest",45.488111,-89.551853,"WGS84",20.2,300590.97,5040343.38,"16N",457.4,0.2,"vst_TREE_2019",,,"31 | 32 |  40 | 41","NEON.DOC.000987vH","Y","Y","presentInAll","Y","presentInAll","N",,"10","noneSelected",400,80,400,,,,
"ebe53759-b31f-4710-8608-d73f9903fd4d","TREE_060.basePlot.vst","2019-11-04","D05","TREE","TREE_060","distributed","mixedForest",45.498289,-89.568055,"WGS84",20.2,299361.08,5041514.47,"16N",464.6,0.3,"vst_TREE_2019",,,"31 | 32 |  40 | 41","NEON.DOC.000987vH","Y","Y","presentInAll","Y","presentInAll","N",,"1","noneSelected",400,8,400,,,,
