uid,namedLocation,date,domainID,siteID,plotID,plotType,nlcdClass,decimalLatitude,decimalLongitude,geodeticDatum,coordinateUncertainty,easting,northing,utmZone,elevation,elevationUncertainty,eventID,eventType,dataCollected,subplotsSampled,samplingProtocolVersion,targetTaxaPresent,treesPresent,treesAbsentList,shrubsPresent,shrubsAbsentList,lianasPresent,lianasAbsentList,nestedSubplotAreaShrubSapling,nestedSubplotAreaLiana,totalSampledAreaTrees,totalSampledAreaShrubSapling,totalSampledAreaLiana,remarks,measuredBy,recordedBy,dataQF
"ad00865c-436d-426f-975e-c89cdede8085","KONZ_056.basePlot.vst","2019-12-04","D06","KONZ","KONZ_056","tower","grasslandHerbaceous",39.097361,-96.563429,"WGS84",10.2,710710.63,4330407.37,"14N",401.0,0.2,"vst_KONZ_2019",,,"31 | 32 |  40 | 41","NEON.DOC.000987vH","Y","N",,"Y",,"N",,"noneSelected","noneSelected",400,400,400,,,,
"2c02d96d-f85d-4796-a386-5c6e77f2006e","KONZ_065.basePlot.vst","2019-12-04","D06","KONZ","KONZ_065","tower","grasslandHerbaceous",39.097388,-96.564126,"WGS84",10.1,710650.27,4330408.75,"14N",398.4,0.2,"vst_KONZ_2019",,,"31 | 32 |  40 | 41","NEON.DOC.000987vH","Y","N",,"Y",,"N",,"10","noneSelected",400,80,400,,,,
"82122e16-3f47-4d93-bf22-072fbf7a53f6","KONZ_070.basePlot.vst","2019-12-04","D06","KONZ","KONZ_070","tower","grasslandHerbaceous",39.097869,-96.562370,"WGS84",10.2,710800.71,4330466.21,"14N",403.6,0.2,"vst_KONZ_2019",,,"31 | 32 |  40 | 41","NEON.DOC.000987vH","Y","N",,"Y",,"N",,"noneSelected","noneSelected",400,400,400,,,,
"9d3c9421-23eb-42d9-a70c-39634a8e6c38","KONZ_054.basePlot.vst","2019-12-04","D06","KONZ","KONZ_054","tower","grasslandHerbaceous",39.098417,-96.562342,"WGS84",10.2,710801.50,4330527.10,"14N",403.5,0.5,"vst_KONZ_2019",,,"31 | 32 |  40 | 41","NEON.DOC.000987vH","Y","N",,"Y",,"N",,"25","noneSelected",400,200,400,,,,
"69039d08-ed9f-4c96-8f68-d765f04768a7","KONZ_047.basePlot.vst","2019-12-05","D06","KONZ","KONZ_047","tower","grasslandHerbaceous",39.103263,-96.560452,"WGS84",10.1,710950.51,4331069.37,"14N",405.3,0.2,"vst_KONZ_2019",,,"31 | 32 |  40 | 41","NEON.DOC.000987vH","Y","N",,"Y",,"N",,"noneSelected","noneSelected",400,400,400,,,,
"f4fb3b67-1e84-4fd1-8b44-1848ac87dad9","KONZ_045.basePlot.vst","2019-12-05","D06","KONZ","KONZ_045","tower","grasslandHerbaceous",39.103827,-96.561811,"WGS84",20.1,710831.30,4331128.81,"14N",392.1,0.2,"vst_KONZ_2019",,,"31 | 32 |  40 | 41","NEON.DOC.000987vH","Y","N",,"Y",,"N",,"25","noneSelected",400,400,400,,,,
"0a444976-0b5a-462d-88b6-365b8f2b2c8b","KONZ_057.basePlot.vst","2019-12-05","D06","KONZ","KONZ_057","tower","grasslandHerbaceous",39.103581,-96.562517,"WGS84",10.1,710770.98,4331099.87,"14N",405.0,0.1,"vst_KONZ_2019",,,"31 | 32 |  40 | 41","NEON.DOC.000987vH","Y","N",,"Y",,"N",,"noneSelected","noneSelected",400,400,400,,,,
"a91ca29b-bcd3-4e62-87a3-04e33fa8ba84","KONZ_066.basePlot.vst","2019-12-05","D06","KONZ","KONZ_066","tower","grasslandHerbaceous",39.103041,-96.562184,"WGS84",10.1,710801.39,4331040.70,"14N",405.7,0.2,"vst_KONZ_2019",,,"31 | 32 |  40 | 41","NEON.DOC.000987vH","Y","N",,"Y",,"N",,"noneSelected","noneSelected",400,400,400,,,,
"2d974c4a-6d60-4912-bc6f-571d3fd08b01","KONZ_071.basePlot.vst","2019-12-05","D06","KONZ","KONZ_071","tower","grasslandHerbaceous",39.103804,-96.560790,"WGS84",10.1,710919.67,4331128.63,"14N",392.1,0.2,"vst_KONZ_2019",,,"31 | 32 |  40 | 41","NEON.DOC.000987vH","Y","N",,"Y",,"N",,"noneSelected","noneSelected",400,400,400,,,,
"1e86b0af-7c8b-4106-8085-5d1fea641ed1","KONZ_052.basePlot.vst","2019-12-05","D06","KONZ","KONZ_052","tower","grasslandHerbaceous",39.102721,-96.560118,"WGS84",10.1,710981.01,4331009.99,"14N",408.7,0.2,"vst_KONZ_2019",,,"31 | 32 |  40 | 41","NEON.DOC.000987vH","Y","N",,"Y",,"N",,"noneSelected","noneSelected",400,400,400,,,,
"4e17620d-e7ea-44ba-a410-8f1bcd880d58","KONZ_048.basePlot.vst","2019-12-31","D06","KONZ","KONZ_048","tower","grasslandHerbaceous",39.101357,-96.560162,"WGS84",10.2,710981.28,4330858.49,"14N",410.8,0.2,"vst_KONZ_2019",,,"31 | 32 |  40 | 41","NEON.DOC.000987vH","Y","N",,"Y",,"N",,"noneSelected","noneSelected",400,400,400,,,,
"86b568f6-ccc8-41a1-8766-44d87906ff18","KONZ_060.basePlot.vst","2019-12-31","D06","KONZ","KONZ_060","tower","grasslandHerbaceous",39.101973,-96.562223,"WGS84",10.1,710801.20,4330922.07,"14N",407.4,0.2,"vst_KONZ_2019",,,"31 | 32 |  40 | 41","NEON.DOC.000987vH","Y","N",,"Y",,"N",,"10","noneSelected",400,80,400,,,,
