uid,namedLocation,date,domainID,siteID,plotID,plotType,nlcdClass,decimalLatitude,decimalLongitude,geodeticDatum,coordinateUncertainty,easting,northing,utmZone,elevation,elevationUncertainty,eventID,eventType,dataCollected,subplotsSampled,samplingProtocolVersion,targetTaxaPresent,treesPresent,treesAbsentList,shrubsPresent,shrubsAbsentList,lianasPresent,lianasAbsentList,nestedSubplotAreaShrubSapling,nestedSubplotAreaLiana,totalSampledAreaTrees,totalSampledAreaShrubSapling,totalSampledAreaLiana,remarks,measuredBy,recordedBy,dataQF
"f8e37e5f-5a7c-4390-8e41-647d4433970f","YELL_058.basePlot.vst","2019-09-09","D12","YELL","YELL_058","tower","shrubScrub",44.954246,-110.535871,"WGS84",20.1,536609.57,4977972.50,"12N",2130.0,0.1,"vst_YELL_2019",,,"21 | 41","NEON.DOC.000987vH","Y","Y",,"Y",,"N",,"10","noneSelected",800,40,,,,,
"ca21809f-c858-4275-9980-a084dba46e77","YELL_044.basePlot.vst","2019-09-10","D12","YELL","YELL_044","tower","evergreenForest",44.953426,-110.534358,"WGS84",20.1,536729.43,4977882.09,"12N",2139.9,0.1,"vst_YELL_2019",,,"23 | 39","NEON.DOC.000987vH","Y","Y",,"Y",,"N",,"10","noneSelected",800,40,800,,,,
"6c6cbf3e-98c7-4873-98e8-709f2a60c37e","YELL_052.basePlot.vst","2019-09-11","D12","YELL","YELL_052","tower","evergreenForest",44.954799,-110.539286,"WGS84",20.2,536339.85,4978032.39,"12N",2125.7,0.3,"vst_YELL_2019",,,"21 | 41","NEON.DOC.000987vH","Y","Y",,"Y",,"N",,"100","noneSelected",800,400,800,,,,
"5a820f2f-e406-4f92-aedd-0e2455a547ca","YELL_055.basePlot.vst","2019-09-11","D12","YELL","YELL_055","tower","evergreenForest",44.954526,-110.537775,"WGS84",20.1,536459.21,4978002.74,"12N",2127.6,0.1,"vst_YELL_2019",,,"39 | 41","NEON.DOC.000987vH","Y","Y",,"Y",,"N",,"noneSelected","noneSelected",800,800,800,,,,
"92c40219-f965-45e9-b9c2-1ab163396397","YELL_062.basePlot.vst","2019-09-12","D12","YELL","YELL_062","tower","evergreenForest",44.952359,-110.537020,"WGS84",20.1,536520.13,4977762.36,"12N",2140.8,0.1,"vst_YELL_2019",,,"21 | 23","NEON.DOC.000987vH","Y","Y",,"Y",,"N",,"25","noneSelected",800,100,800,,,,
"0ddd09d7-974c-4c7a-a6e8-497a37707e7e","YELL_056.basePlot.vst","2019-09-16","D12","YELL","YELL_056","tower","evergreenForest",44.951268,-110.534349,"WGS84",20.1,536731.52,4977642.37,"12N",2152.9,0.2,"vst_YELL_2019",,,"21 | 39","NEON.DOC.000987vH","Y","Y",,"Y",,"N",,"10","noneSelected",800,40,800,,,,
"96a0f230-f181-4a62-9174-f77ec71e73ac","YELL_048.basePlot.vst","2019-09-16","D12","YELL","YELL_048","tower","evergreenForest",44.951273,-110.536649,"WGS84",20.1,536550.09,4977641.89,"12N",2149.0,0.1,"vst_YELL_2019",,,"21 | 23","NEON.DOC.000987vH","Y","Y",,"Y",,"N",,"noneSelected","noneSelected",800,800,800,,,,
"0d906fb6-069e-4f3c-acba-5f833bafddc2","YELL_060.basePlot.vst","2019-09-17","D12","YELL","YELL_060","tower","evergreenForest",44.954011,-110.543091,"WGS84",20.1,536040.22,4977943.16,"12N",2127.3,0.2,"vst_YELL_2019",,,"21 | 41","NEON.DOC.000987vH","Y","Y",,"Y",,"N",,"100","noneSelected",800,400,800,,,,
"22d0f888-d225-4929-8e51-475bc922fbf7","YELL_051.basePlot.vst","2019-09-17","D12","YELL","YELL_051","tower","shrubScrub",44.954277,-110.541571,"WGS84",20.1,536159.94,4977973.38,"12N",2119.7,0.1,"vst_YELL_2019",,,"21 | 23","NEON.DOC.000987vH","Y","N",,"Y",,"N",,"25","noneSelected",800,100,800,,,,
"94afe276-5352-4487-87f8-0a8915a2b94e","YELL_045.basePlot.vst","2019-09-18","D12","YELL","YELL_045","tower","evergreenForest",44.950204,-110.536291,"WGS84",20.1,536579.01,4977523.30,"12N",2155.8,0.1,"vst_YELL_2019",,,"21 | 23","NEON.DOC.000987vH","Y","Y",,"Y",,"N",,"10","noneSelected",800,40,,,,,
