uid,namedLocation,date,domainID,siteID,plotID,plotType,nlcdClass,decimalLatitude,decimalLongitude,geodeticDatum,coordinateUncertainty,easting,northing,utmZone,elevation,elevationUncertainty,eventID,eventType,dataCollected,subplotsSampled,samplingProtocolVersion,targetTaxaPresent,treesPresent,treesAbsentList,shrubsPresent,shrubsAbsentList,lianasPresent,lianasAbsentList,nestedSubplotAreaShrubSapling,nestedSubplotAreaLiana,totalSampledAreaTrees,totalSampledAreaShrubSapling,totalSampledAreaLiana,remarks,measuredBy,recordedBy,dataQF
"2e153738-dde5-4f53-a1ce-61cb51aad755","JORN_049.basePlot.vst","2018-11-06","D14","JORN","JORN_049","tower","shrubScrub",32.593517,-106.843048,"WGS84",10.1,327032.38,3607724.55,"13N",1317.6,0.1,"vst_JORN_2018",,,"31 | 32 |  40 | 41","NEON.DOC.000987vG",,"N",,"Y","41","N",,"noneSelected","noneSelected",400,400,400,,,,
"38b2c32c-873a-472a-b72c-0c4d6a05341d","JORN_046.basePlot.vst","2018-11-06","D14","JORN","JORN_046","tower","shrubScrub",32.593501,-106.842416,"WGS84",10.1,327091.67,3607721.75,"13N",1317.8,0.1,"vst_JORN_2018",,,"31 | 32 |  40 | 41","NEON.DOC.000987vE",,"N",,"Y","presentInAll","N",,"noneSelected","noneSelected",400,400,400,,,,
"99abed38-7b69-475b-a5e4-9c5711016f9f","JORN_020.basePlot.vst","2018-11-07","D14","JORN","JORN_020","distributed","shrubScrub",32.597035,-106.844083,"WGS84",20.1,326942.00,3608116.30,"13N",1317.3,0.1,"vst_JORN_2018",,,"31 | 32 |  40 | 41","NEON.DOC.000987vG",,"N",,"Y","31|41","N",,"noneSelected","noneSelected",400,400,400,,,,
"2c48943d-2fbd-4132-9dba-9646df232ef4","JORN_052.basePlot.vst","2018-11-07","D14","JORN","JORN_052","tower","shrubScrub",32.588660,-106.840415,"WGS84",10.1,327270.20,3607181.74,"13N",1324.2,0.2,"vst_JORN_2018",,,"31 | 32 |  40 | 41","NEON.DOC.000987vG",,"N",,"Y","41|40","N",,"noneSelected","noneSelected",400,400,400,,,,
"6f7c4e3e-3386-4e5b-8640-d1a07cb02ec7","JORN_061.basePlot.vst","2018-11-07","D14","JORN","JORN_061","tower","shrubScrub",32.591079,-106.842674,"WGS84",10.1,327062.80,3607453.62,"13N",1321.6,0.2,"vst_JORN_2018",,,"31 | 32 |  40 | 41","NEON.DOC.000987vG",,"N",,"Y","31|40|41","N",,"noneSelected","noneSelected",400,400,400,,,,
"60bf3ef7-0d12-4e66-bcab-3e91a93045ee","JORN_048.basePlot.vst","2018-11-07","D14","JORN","JORN_048","tower","shrubScrub",32.588660,-106.842327,"WGS84",10.1,327090.73,3607184.85,"13N",1322.5,0.2,"vst_JORN_2018",,,"31 | 32 |  40 | 41","NEON.DOC.000987vE",,"N",,"Y","31|41","N",,"noneSelected","noneSelected",400,400,400,,,,
"64772852-2717-4570-98d9-72d6db3af8ca","JORN_056.basePlot.vst","2018-11-07","D14","JORN","JORN_056","tower","shrubScrub",32.588388,-106.841368,"WGS84",10.1,327180.22,3607153.13,"13N",1323.7,0.2,"vst_JORN_2018",,,"31 | 32 |  40 | 41","NEON.DOC.000987vE",,"N",,"Y","presentInAll","N",,"noneSelected","noneSelected",400,400,400,,,,
"98403368-fe75-4c77-bfe4-44991547c848","JORN_071.basePlot.vst","2018-11-07","D14","JORN","JORN_071","tower","shrubScrub",32.588114,-106.841997,"WGS84",10.1,327120.66,3607123.77,"13N",1323.5,0.1,"vst_JORN_2018",,,"31 | 32 |  40 | 41","NEON.DOC.000987vE",,"N",,"Y","31|40","N",,"noneSelected","noneSelected",400,400,400,,,,
"360393b9-a62f-40ba-a8a8-9855fdf1b309","JORN_054.basePlot.vst","2018-11-07","D14","JORN","JORN_054","tower","shrubScrub",32.588932,-106.841054,"WGS84",10.2,327210.74,3607212.93,"13N",1323.6,0.3,"vst_JORN_2018",,,"31 | 32 |  40 | 41","NEON.DOC.000987vG",,"N",,"Y","41","N",,"noneSelected","noneSelected",400,400,400,,,,
"7540c4ce-b088-4b10-b155-7ad5e0f7798c","JORN_011.basePlot.vst","2018-11-12","D14","JORN","JORN_011","distributed","shrubScrub",32.606695,-106.793774,"WGS84",20.1,331681.99,3609106.58,"13N",1325.4,0.1,"vst_JORN_2018",,,"31 | 32 |  40 | 41","NEON.DOC.000987vG",,"N",,"Y","presentInAll","N",,"noneSelected","noneSelected",400,400,400,,,,
"ea442ddb-cc4f-4bac-9975-6df75e7425c0","JORN_007.basePlot.vst","2018-11-13","D14","JORN","JORN_007","distributed","shrubScrub",32.607919,-106.856765,"WGS84",20.1,325772.76,3609343.81,"13N",1323.5,0.1,"vst_JORN_2018",,,"31 | 32 |  40 | 41","NEON.DOC.000987vG",,"N",,"Y","presentInAll","N",,"noneSelected","noneSelected",400,400,400,,,,
"d200cd14-5146-411c-93bc-1bdde0ffe942","JORN_005.basePlot.vst","2018-11-14","D14","JORN","JORN_005","distributed","shrubScrub",32.575696,-106.803388,"WGS84",20.1,330721.44,3605684.80,"13N",1323.5,0.1,"vst_JORN_2018",,,"31 | 32 |  40 | 41","NEON.DOC.000987vG",,"N",,"Y","presentInAll","N",,"noneSelected","noneSelected",400,400,400,,,,
"c4602eda-98e5-48f5-aa49-b846c238e593","JORN_003.basePlot.vst","2018-11-14","D14","JORN","JORN_003","distributed","shrubScrub",32.600614,-106.838099,"WGS84",20.1,327510.51,3608503.40,"13N",1321.1,0.1,"vst_JORN_2018",,,"31 | 32 |  40 | 41","NEON.DOC.000987vG",,"N",,"Y","presentInAll","N",,"noneSelected","noneSelected",400,400,400,,,,
"615d0c9f-87e4-427d-82e6-c1588d87bf68","JORN_010.basePlot.vst","2018-11-26","D14","JORN","JORN_010","distributed","shrubScrub",32.628336,-106.847936,"WGS84",20.1,326640.71,3611593.16,"13N",1331.7,0.2,"vst_JORN_2018",,,"31 | 32 |  40 | 41","NEON.DOC.000987vG",,"N",,"Y","presentInAll","N",,"noneSelected","noneSelected",400,400,400,,,,
"4c287792-e237-4936-8c58-b52f93c462aa","JORN_015.basePlot.vst","2018-11-27","D14","JORN","JORN_015","distributed","shrubScrub",32.610623,-106.856854,"WGS84",20.2,325769.65,3609643.77,"13N",1321.7,0.2,"vst_JORN_2018",,,"31 | 32 |  40 | 41","NEON.DOC.000987vE",,"N",,"Y","presentInAll","N",,"noneSelected","noneSelected",400,400,400,,,,
"57913035-9f26-4ab1-95a7-2f5a047f48bc","JORN_002.basePlot.vst","2018-11-27","D14","JORN","JORN_002","distributed","shrubScrub",32.611356,-106.826155,"WGS84",20.1,328651.98,3609675.12,"13N",1328.2,0.2,"vst_JORN_2018",,,"31 | 32 |  40 | 41","NEON.DOC.000987vE",,"N",,"Y","presentInAll","N",,"noneSelected","noneSelected",400,400,400,,,,
"f691cde0-d9db-469c-9da3-33ecb34191f4","JORN_018.basePlot.vst","2018-11-27","D14","JORN","JORN_018","distributed","shrubScrub",32.620814,-106.844913,"WGS84",20.1,326909.87,3610754.20,"13N",1322.8,0.1,"vst_JORN_2018",,,"31 | 32 |  40 | 41","NEON.DOC.000987vG",,"N",,"Y","presentInAll","N",,"noneSelected","noneSelected",400,400,400,,,,
"f4e8d5ae-3f52-4e89-bbe8-8e4e8ff17019","JORN_004.basePlot.vst","2018-11-28","D14","JORN","JORN_004","distributed","shrubScrub",32.630328,-106.860760,"WGS84",20.1,325441.35,3611835.03,"13N",1331.6,0.1,"vst_JORN_2018",,,"31 | 32 |  40 | 41","NEON.DOC.000987vE",,"N",,"Y","presentInAll","N",,"noneSelected","noneSelected",400,400,400,,,,
