uid,namedLocation,date,domainID,siteID,plotID,plotType,nlcdClass,decimalLatitude,decimalLongitude,geodeticDatum,coordinateUncertainty,easting,northing,utmZone,elevation,elevationUncertainty,eventID,eventType,dataCollected,subplotsSampled,samplingProtocolVersion,targetTaxaPresent,treesPresent,treesAbsentList,shrubsPresent,shrubsAbsentList,lianasPresent,lianasAbsentList,nestedSubplotAreaShrubSapling,nestedSubplotAreaLiana,totalSampledAreaTrees,totalSampledAreaShrubSapling,totalSampledAreaLiana,remarks,measuredBy,recordedBy,dataQF
"dabec1f8-f264-4b6d-9a5b-c3a1f6e51f97","JORN_065.basePlot.vst","2018-11-01","D14","JORN","JORN_065","tower","shrubScrub",32.592207,-106.840473,"WGS84",10.1,327271.57,3607575.11,"13N",1317.6,0.2,"vst_JORN_2018",,,"31 | 32 |  40 | 41","NEON.DOC.000987vG",,"N",,"Y","31|40","N",,"noneSelected","noneSelected",400,400,400,,,,
"5e4caf5b-ba7b-4189-84df-09ea72b4af49","JORN_066.basePlot.vst","2018-11-01","D14","JORN","JORN_066","tower","shrubScrub",32.592174,-106.842711,"WGS84",10.1,327061.44,3607575.09,"13N",1318.8,0.2,"vst_JORN_2018",,,"31 | 32 |  40 | 41","NEON.DOC.000987vG",,"N",,"Y","32","N",,"noneSelected","noneSelected",400,400,400,,,,
"0af2e7db-4952-4935-a903-38f9401e4973","JORN_060.basePlot.vst","2018-11-01","D14","JORN","JORN_060","tower","shrubScrub",32.589481,-106.839474,"WGS84",10.1,327360.11,3607271.24,"13N",1321.8,0.1,"vst_JORN_2018",,,"31 | 32 |  40 | 41","NEON.DOC.000987vG",,"N",,"Y","32|40","N",,"noneSelected","noneSelected",400,400,400,,,,
"da7fbd76-a511-4df5-b221-282db53dbd35","JORN_042.basePlot.vst","2018-11-01","D14","JORN","JORN_042","tower","shrubScrub",32.590028,-106.840435,"WGS84",20.1,327270.95,3607333.45,"13N",1320.0,0.1,"vst_JORN_2018",,,"31 | 32 |  40 | 41","NEON.DOC.000987vG",,"N",,"Y","32|31","N",,"noneSelected","noneSelected",400,400,400,,,,
"ab4c7c5d-99e0-4222-893d-b52e65838c43","JORN_063.basePlot.vst","2018-11-01","D14","JORN","JORN_063","tower","shrubScrub",32.592451,-106.841109,"WGS84",10.1,327212.34,3607603.20,"13N",1317.4,0.1,"vst_JORN_2018",,,"31 | 32 |  40 | 41","NEON.DOC.000987vG",,"N",,"Y","31|40|41","N",,"noneSelected","noneSelected",400,400,400,,,,
"bf91119d-363a-459c-a267-b061d6288922","JORN_057.basePlot.vst","2018-11-01","D14","JORN","JORN_057","tower","shrubScrub",32.590589,-106.841085,"WGS84",10.1,327211.01,3607396.71,"13N",1317.8,0.2,"vst_JORN_2018",,,"31 | 32 |  40 | 41","NEON.DOC.000987vG",,"N",,"Y","presentInAll","N",,"noneSelected","noneSelected",400,400,400,,,,
"2acff40a-f037-4250-8d72-2d8cb0c6537a","JORN_043.basePlot.vst","2018-11-01","D14","JORN","JORN_043","tower","shrubScrub",32.591931,-106.839841,"WGS84",10.2,327330.36,3607543.48,"13N",1318.3,0.4,"vst_JORN_2018",,,"31 | 32 |  40 | 41","NEON.DOC.000987vG",,"N",,"Y","32|40","N",,"noneSelected","noneSelected",400,400,400,,,,
"325f03df-125d-4442-bf31-5b46e28ea826","JORN_068.basePlot.vst","2018-11-01","D14","JORN","JORN_068","tower","shrubScrub",32.591391,-106.839824,"WGS84",10.1,327330.92,3607483.58,"13N",1316.8,0.1,"vst_JORN_2018",,,"31 | 32 |  40 | 41","NEON.DOC.000987vG",,"N",,"Y","32|41","N",,"noneSelected","noneSelected",400,400,400,,,,
"6b9cd367-51dc-459f-8dab-a515f08fa254","JORN_053.basePlot.vst","2018-11-01","D14","JORN","JORN_053","tower","shrubScrub",32.591098,-106.841728,"WGS84",10.2,327151.64,3607454.19,"13N",1317.0,0.2,"vst_JORN_2018",,,"31 | 32 |  40 | 41","NEON.DOC.000987vG",,"N",,"Y","40","N",,"noneSelected","noneSelected",400,400,400,,,,
"afc29cb6-fede-4b60-b51d-bec5e01f1e35","JORN_058.basePlot.vst","2018-11-01","D14","JORN","JORN_058","tower","shrubScrub",32.591132,-106.839184,"WGS84",10.1,327390.49,3607453.83,"13N",1318.5,0.2,"vst_JORN_2018",,,"31 | 32 |  40 | 41","NEON.DOC.000987vG",,"N",,"Y","31|40","N",,"noneSelected","noneSelected",400,400,400,,,,
"e2a3f7d2-ecef-40bb-aa54-6ded227e3bc3","JORN_067.basePlot.vst","2018-11-01","D14","JORN","JORN_067","tower","shrubScrub",32.589495,-106.840094,"WGS84",10.1,327301.94,3607273.80,"13N",1321.8,0.1,"vst_JORN_2018",,,"31 | 32 |  40 | 41","NEON.DOC.000987vG",,"N",,"Y","40","N",,"noneSelected","noneSelected",400,400,400,,,,
"0fa0a5a8-4540-403f-a40d-e2b30cd51a95","JORN_062.basePlot.vst","2018-11-01","D14","JORN","JORN_062","tower","shrubScrub",32.590027,-106.841069,"WGS84",10.1,327211.44,3607334.37,"13N",1320.6,0.2,"vst_JORN_2018",,,"31 | 32 |  40 | 41","NEON.DOC.000987vG",,"N",,"Y","31|32","N",,"noneSelected","noneSelected",400,400,400,,,,
