uid,namedLocation,date,domainID,siteID,plotID,plotType,nlcdClass,decimalLatitude,decimalLongitude,geodeticDatum,coordinateUncertainty,easting,northing,utmZone,elevation,elevationUncertainty,eventID,eventType,dataCollected,subplotsSampled,samplingProtocolVersion,targetTaxaPresent,treesPresent,treesAbsentList,shrubsPresent,shrubsAbsentList,lianasPresent,lianasAbsentList,nestedSubplotAreaShrubSapling,nestedSubplotAreaLiana,totalSampledAreaTrees,totalSampledAreaShrubSapling,totalSampledAreaLiana,remarks,measuredBy,recordedBy,dataQF
"1095f954-5eba-47d5-b596-264f81523df4","SOAP_019.basePlot.vst","2019-09-10","D17","SOAP","SOAP_019","distributed","evergreenForest",37.030844,-119.245692,"WGS84",20.1,300253.72,4100652.18,"11N",1182.8,0.1,"vst_SOAP_2019",,,"31 | 32 |  40 | 41","NEON.DOC.000987vG","Y","Y",,"Y",,"N",,"noneSelected","noneSelected",400,400,,,,,
"528d6a94-9d3c-4cb4-b36a-957911d4217c","SOAP_017.basePlot.vst","2019-09-10","D17","SOAP","SOAP_017","distributed","evergreenForest",37.030901,-119.242317,"WGS84",20.1,300554.11,4100651.42,"11N",1142.9,0.1,"vst_SOAP_2019",,,"31 | 32 |  40 | 41","NEON.DOC.000987vH","Y","Y",,"Y",,"N",,"10","noneSelected",400,80,,,,,
