uid,namedLocation,date,domainID,siteID,plotID,plotType,nlcdClass,decimalLatitude,decimalLongitude,geodeticDatum,coordinateUncertainty,easting,northing,utmZone,elevation,elevationUncertainty,eventID,eventType,dataCollected,subplotsSampled,samplingProtocolVersion,targetTaxaPresent,treesPresent,treesAbsentList,shrubsPresent,shrubsAbsentList,lianasPresent,lianasAbsentList,nestedSubplotAreaShrubSapling,nestedSubplotAreaLiana,totalSampledAreaTrees,totalSampledAreaShrubSapling,totalSampledAreaLiana,remarks,measuredBy,recordedBy,dataQF
"27ff18df-77af-4914-bb7b-f4eebaf0bdcb","MLBS_009.basePlot.vst","2019-10-07","D07","MLBS","MLBS_009","distributed","deciduousForest",37.374434,-80.518487,"WGS84",20.2,542632.27,4136519.61,"17N",1177.6,0.2,"vst_MLBS_2019",,,"31 | 32 |  40 | 41","NEON.DOC.000987vJ","Y","Y","presentInAll","Y","presentInAll","N",,"25","noneSelected",400,200,400,,,,
"b227067e-004c-4911-8abb-f1363ea35507","MLBS_002.basePlot.vst","2019-10-08","D07","MLBS","MLBS_002","distributed","deciduousForest",37.372058,-80.524252,"WGS84",20.2,542123.17,4136253.43,"17N",1178.5,0.3,"vst_MLBS_2019",,,"31 | 32 |  40 | 41","NEON.DOC.000987vJ","Y","Y","presentInAll","Y","presentInAll","N",,"25","noneSelected",400,200,400,,,,
"13ddb8ed-e56b-44f7-80b4-1142e2673933","MLBS_011.basePlot.vst","2019-10-09","D07","MLBS","MLBS_011","distributed","deciduousForest",37.359448,-80.521143,"WGS84",20.1,542405.54,4134855.85,"17N",1286.3,0.2,"vst_MLBS_2019",,,"31 | 32 |  40 | 41","NEON.DOC.000987vJ","Y","Y","presentInAll","Y","presentInAll","N",,"25","noneSelected",400,200,400,,,,
"9c61dd93-efcb-4b83-8619-d69f109c1bd1","MLBS_012.basePlot.vst","2019-10-09","D07","MLBS","MLBS_012","distributed","deciduousForest",37.357284,-80.522508,"WGS84",20.1,542285.88,4134615.16,"17N",1284.3,0.2,"vst_MLBS_2019",,,"31 | 32 |  40 | 41","NEON.DOC.000987vJ","Y","Y",,"Y",,"N",,"10","noneSelected",400,80,400,,,,
"ab66e221-34ae-4d23-a149-c1b777d32720","MLBS_017.basePlot.vst","2019-10-10","D07","MLBS","MLBS_017","distributed","deciduousForest",37.358817,-80.526049,"WGS84",20.1,541971.44,4134783.65,"17N",1318.1,0.1,"vst_MLBS_2019",,,"31 | 32 |  40 | 41","NEON.DOC.000987vJ","Y","Y","presentInAll","Y","presentInAll","N",,"10","noneSelected",400,80,400,,,,
"d7af2734-f113-4973-83fc-f0ba645839f2","MLBS_005.basePlot.vst","2019-10-15","D07","MLBS","MLBS_005","distributed","deciduousForest",37.363106,-80.521589,"WGS84",20.2,542363.99,4135261.47,"17N",1266.8,0.3,"vst_MLBS_2019",,,"31 | 32 |  40 | 41","NEON.DOC.000987vJ","Y","Y","presentInAll","Y","presentInAll","N",,"noneSelected","noneSelected",400,400,400,,,,
"1709de40-8608-4b1c-a054-7dc53d89c13c","MLBS_001.basePlot.vst","2019-10-15","D07","MLBS","MLBS_001","distributed","deciduousForest",37.360700,-80.524992,"WGS84",20.2,542063.99,4134993.03,"17N",1310.9,0.2,"vst_MLBS_2019",,,"31 | 32 |  40 | 41","NEON.DOC.000987vJ","Y","Y","presentInAll","Y","presentInAll","N",,"noneSelected","noneSelected",400,400,400,,,,
"bc087668-1462-4f92-939f-c18b05661859","MLBS_008.basePlot.vst","2019-10-16","D07","MLBS","MLBS_008","distributed","deciduousForest",37.426865,-80.499069,"WGS84",20.2,544320.63,4142345.35,"17N",939.0,0.3,"vst_MLBS_2019",,,"31 | 32 |  40 | 41","NEON.DOC.000987vJ","Y","Y","presentInAll","Y","presentInAll","N",,"noneSelected","noneSelected",400,400,400,,,,
"8175157e-b795-4c98-9a0f-6cc7b96ef295","MLBS_004.basePlot.vst","2019-10-17","D07","MLBS","MLBS_004","distributed","deciduousForest",37.429342,-80.511896,"WGS84",20.1,543184.31,4142614.20,"17N",890.4,0.2,"vst_MLBS_2019",,,"31 | 32 |  40 | 41","NEON.DOC.000987vJ","Y","Y","presentInAll","Y","presentInAll","N",,"10","noneSelected",400,80,400,,,,
"09465472-2423-4662-869e-0728ec97dea3","MLBS_018.basePlot.vst","2019-10-17","D07","MLBS","MLBS_018","distributed","deciduousForest",37.426259,-80.489231,"WGS84",20.3,545191.43,4142282.79,"17N",975.8,0.6,"vst_MLBS_2019",,,"31 | 32 |  40 | 41","NEON.DOC.000987vJ","Y","Y","presentInAll","Y","presentInAll","N",,"noneSelected","noneSelected",400,400,400,,,,
"65cf2082-f644-4d50-8f9a-e32b4ef1a55f","MLBS_003.basePlot.vst","2019-10-21","D07","MLBS","MLBS_003","distributed","deciduousForest",37.368528,-80.526975,"WGS84",20.2,541884.04,4135860.59,"17N",1223.1,0.3,"vst_MLBS_2019",,,"31 | 32 |  40 | 41","NEON.DOC.000987vJ","Y","Y","presentInAll","Y","presentInAll","N",,"noneSelected","noneSelected",400,400,400,,,,
"78017542-6170-49fb-9c76-d8659fbca4af","MLBS_016.basePlot.vst","2019-10-22","D07","MLBS","MLBS_016","distributed","deciduousForest",37.415022,-80.574956,"WGS84",20.2,537612.30,4140998.49,"17N",760.9,0.4,"vst_MLBS_2019",,,"31 | 32 |  40 | 41","NEON.DOC.000987vJ","Y","Y","presentInAll","Y","presentInAll","N",,"25","noneSelected",400,200,400,,,,
"0fac584b-d79d-4c55-8140-f6a2938b8fa9","MLBS_019.basePlot.vst","2019-10-22","D07","MLBS","MLBS_019","distributed","deciduousForest",37.424360,-80.551226,"WGS84",20.1,539707.25,4142044.20,"17N",785.3,0.2,"vst_MLBS_2019",,,"31 | 32 |  40 | 41","NEON.DOC.000987vJ","Y","Y","presentInAll","Y","presentInAll","N",,"25","noneSelected",400,200,400,,,,
"d4b95869-5fce-4994-b6a6-75a67c443ca7","MLBS_020.basePlot.vst","2019-10-23","D07","MLBS","MLBS_020","distributed","deciduousForest",37.427133,-80.568447,"WGS84",20.1,538182.13,4142344.73,"17N",785.7,0.1,"vst_MLBS_2019",,,"31 | 32 |  40 | 41","NEON.DOC.000987vJ","Y","Y","presentInAll","Y","32","N",,"noneSelected","noneSelected",400,400,400,,,,
"e8dca28c-9d49-4ecf-a28a-c4e583421404","MLBS_006.basePlot.vst","2019-10-23","D07","MLBS","MLBS_006","distributed","deciduousForest",37.426799,-80.564064,"WGS84",20.1,538570.10,4142309.46,"17N",777.0,0.2,"vst_MLBS_2019",,,"31 | 32 |  40 | 41","NEON.DOC.000987vJ","Y","Y","presentInAll","Y","31|40|41","N",,"noneSelected","noneSelected",400,400,400,,,,
"4ff709e0-ed4c-422d-8b92-a5305a5daea9","MLBS_013.basePlot.vst","2019-10-23","D07","MLBS","MLBS_013","distributed","deciduousForest",37.432507,-80.559608,"WGS84",20.2,538961.39,4142944.55,"17N",817.7,0.6,"vst_MLBS_2019",,,"31 | 32 |  40 | 41","NEON.DOC.000987vJ","Y","Y","presentInAll","Y","presentInAll","N",,"10","noneSelected",400,80,400,,,,
"0b8004bd-2006-4aae-a4ca-aa2213fd31b1","MLBS_014.basePlot.vst","2019-10-24","D07","MLBS","MLBS_014","distributed","deciduousForest",37.417102,-80.557337,"WGS84",20.2,539170.33,4141236.42,"17N",784.4,0.2,"vst_MLBS_2019",,,"31 | 32 |  40 | 41","NEON.DOC.000987vJ","Y","Y","presentInAll","Y","presentInAll","N",,"3","noneSelected",400,24,400,,,,
