uid,namedLocation,date,domainID,siteID,plotID,plotType,nlcdClass,decimalLatitude,decimalLongitude,geodeticDatum,coordinateUncertainty,easting,northing,utmZone,elevation,elevationUncertainty,eventID,eventType,dataCollected,subplotsSampled,samplingProtocolVersion,targetTaxaPresent,treesPresent,treesAbsentList,shrubsPresent,shrubsAbsentList,lianasPresent,lianasAbsentList,nestedSubplotAreaShrubSapling,nestedSubplotAreaLiana,totalSampledAreaTrees,totalSampledAreaShrubSapling,totalSampledAreaLiana,remarks,measuredBy,recordedBy,dataQF
"df3d1fd5-6562-49b6-9579-44af29b9d962","SCBI_064.basePlot.vst","2018-10-03","D02","SCBI","SCBI_064","tower","deciduousForest",38.891617,-78.139055,"WGS84",20.2,748133.79,4308640.66,"17N",353.3,0.2,"vst_SCBI_2018",,,"39 | 41","NEON.DOC.000987vH",,"Y","presentInAll","Y","presentInAll","Y","presentInAll","25","noneSelected",800,100,800,,,,
"218c042a-9f82-45fd-bf89-12ccaf2536d8","SCBI_051.basePlot.vst","2018-10-04","D02","SCBI","SCBI_051","tower","deciduousForest",38.892464,-78.142798,"WGS84",20.2,747806.15,4308724.49,"17N",313.0,0.3,"vst_SCBI_2018",,,"39 | 41","NEON.DOC.000987vH",,"Y","presentInAll","Y","presentInAll","Y","presentInAll","25","noneSelected",800,100,800,,,,
"06a25140-c1a6-4dd2-a806-e55503fc9a33","SCBI_049.basePlot.vst","2018-10-08","D02","SCBI","SCBI_049","tower","deciduousForest",38.894617,-78.139644,"WGS84",20.1,748072.25,4308972.05,"17N",364.6,0.2,"vst_SCBI_2018",,,"23 | 41","NEON.DOC.000987vH",,"Y","presentInAll","Y","presentInAll","Y","presentInAll","noneSelected","noneSelected",800,800,800,,,,
"3a56f7c4-40b6-4437-8536-8d9a39f7b75f","SCBI_066.basePlot.vst","2018-10-08","D02","SCBI","SCBI_066","tower","deciduousForest",38.893510,-78.138975,"WGS84",20.2,748134.13,4308851.00,"17N",364.5,0.4,"vst_SCBI_2018",,,"21 | 39","NEON.DOC.000987vH",,"Y","presentInAll","Y","presentInAll","Y","presentInAll","25","noneSelected",800,100,800,,,,
"15c2bfb5-e1f6-4f44-bc39-cffbd9014081","SCBI_058.basePlot.vst","2018-10-10","D02","SCBI","SCBI_058","tower","deciduousForest",38.889713,-78.138472,"WGS84",20.1,748190.99,4308430.90,"17N",347.1,0.2,"vst_SCBI_2018",,,"23 | 39","NEON.DOC.000987vH",,"Y","presentInAll","Y","39_3","Y","presentInAll","10","100",800,40,400,,,,
"f37d29d7-2b4b-4dcc-adcb-275ba8ac1770","SCBI_057.basePlot.vst","2018-10-12","D02","SCBI","SCBI_057","tower","deciduousForest",38.891376,-78.141168,"WGS84",20.2,747951.33,4308608.16,"17N",335.0,0.3,"vst_SCBI_2018",,,"21 | 23","NEON.DOC.000987vH",,"Y","presentInAll","Y","presentInAll","Y","23","25","noneSelected",800,100,800,,,,
"cdb580e7-9d55-4d9c-a14a-891665497061","SCBI_053.basePlot.vst","2018-10-16","D02","SCBI","SCBI_053","tower","deciduousForest",38.889773,-78.140524,"WGS84",20.1,748012.77,4308431.98,"17N",352.0,0.2,"vst_SCBI_2018",,,"23 | 39","NEON.DOC.000987vH",,"Y","presentInAll","Y","presentInAll","Y","presentInAll","10","100",800,40,400,,,,
"78bb4715-306c-453e-b681-ff8074cfedab","SCBI_052.basePlot.vst","2018-10-18","D02","SCBI","SCBI_052","tower","deciduousForest",38.889138,-78.137098,"WGS84",20.1,748312.19,4308370.82,"17N",352.0,0.2,"vst_SCBI_2018",,,"23 | 41","NEON.DOC.000987vH",,"Y","presentInAll","Y","presentInAll","Y","presentInAll","25","100",800,100,400,,,,
"6fa5c9a8-d33f-4e0a-be8b-f4bd574fc83a","SCBI_056.basePlot.vst","2018-10-24","D02","SCBI","SCBI_056","tower","deciduousForest",38.890353,-78.143602,"WGS84",20.2,747743.74,4308487.99,"17N",334.6,0.3,"vst_SCBI_2018",,,"21 | 23","NEON.DOC.000987vH",,"Y","presentInAll","Y","presentInAll","Y","presentInAll","25","noneSelected",800,100,800,,,,
"0ef8d35a-152e-4031-bae0-f599b45df817","SCBI_050.basePlot.vst","2018-10-25","D02","SCBI","SCBI_050","tower","deciduousForest",38.890602,-78.142227,"WGS84",20.2,747862.16,4308519.37,"17N",343.9,0.2,"vst_SCBI_2018",,,"23 | 39","NEON.DOC.000987vH",,"Y","presentInAll","Y","presentInAll","Y","presentInAll","10","noneSelected",800,40,800,,,,
"8df95452-567c-40d9-8360-c4a913dd9495","SCBI_061.basePlot.vst","2018-10-29","D02","SCBI","SCBI_061","tower","evergreenForest",38.889502,-78.142218,"WGS84",20.4,747866.76,4308397.29,"17N",328.2,0.9,"vst_SCBI_2018",,,"23 | 39","NEON.DOC.000987vH",,"Y","presentInAll","Y","presentInAll","Y","presentInAll","10","100",800,40,400,,,,
