uid,namedLocation,date,domainID,siteID,plotID,plotType,nlcdClass,decimalLatitude,decimalLongitude,geodeticDatum,coordinateUncertainty,easting,northing,utmZone,elevation,elevationUncertainty,eventID,eventType,dataCollected,subplotsSampled,samplingProtocolVersion,targetTaxaPresent,treesPresent,treesAbsentList,shrubsPresent,shrubsAbsentList,lianasPresent,lianasAbsentList,nestedSubplotAreaShrubSapling,nestedSubplotAreaLiana,totalSampledAreaTrees,totalSampledAreaShrubSapling,totalSampledAreaLiana,remarks,measuredBy,recordedBy,dataQF
"72bd4dcb-764c-4159-8cab-c93c4b10fde9","SOAP_002.basePlot.vst","2019-06-10","D17","SOAP","SOAP_002","distributed","evergreenForest",37.030703,-119.281763,"WGS84",20.3,297044.49,4100712.93,"11N",1294.6,0.5,"vst_SOAP_2019",,,"31 | 32 |  40 | 41","NEON.DOC.000987vG","Y","Y",,"Y",,"N",,"noneSelected","noneSelected",400,400,400,,,,
"1dc2d62c-e23e-4067-8ca8-71f4e1426c0c","SOAP_010.basePlot.vst","2019-06-11","D17","SOAP","SOAP_010","distributed","shrubScrub",37.035190,-119.273802,"WGS84",20.1,297764.61,4101193.84,"11N",1332.9,0.1,"vst_SOAP_2019",,,"31 | 32 |  40 | 41","NEON.DOC.000987vG","Y","Y",,"Y",,"N",,"25","noneSelected",400,200,400,,,,
"37554d46-dad5-4534-a390-4ab88c493688","SOAP_013.basePlot.vst","2019-06-12","D17","SOAP","SOAP_013","distributed","evergreenForest",37.029599,-119.281718,"WGS84",20.2,297045.56,4100590.34,"11N",1295.2,0.3,"vst_SOAP_2019",,,"31 | 32 |  40 | 41","NEON.DOC.000987vG","Y","Y",,"Y",,"N",,"noneSelected","noneSelected",400,400,400,,,,
"1d6e9c80-435f-47d1-bf93-0ad2b6dc0b2f","SOAP_012.basePlot.vst","2019-06-12","D17","SOAP","SOAP_012","distributed","evergreenForest",37.030515,-119.276685,"WGS84",20.1,297495.73,4100681.24,"11N",1323.8,0.1,"vst_SOAP_2019",,,"31 | 32 |  40 | 41","NEON.DOC.000987vG","Y","Y",,"Y",,"N",,"noneSelected","noneSelected",400,400,400,,,,
"590a6276-8ed6-4c70-9b2b-ab5e4ed7df3f","SOAP_006.basePlot.vst","2019-06-12","D17","SOAP","SOAP_006","distributed","evergreenForest",37.025056,-119.281566,"WGS84",20.0,297046.98,4100085.93,"11N",1302.2,0.0,"vst_SOAP_2019",,,"31 | 32 |  40 | 41","NEON.DOC.000987vG","Y","Y",,"Y",,"N",,"noneSelected","noneSelected",400,400,400,,,,
"5c2ed486-5be4-4fd6-a85b-39f22e4befd4","SOAP_003.basePlot.vst","2019-06-17","D17","SOAP","SOAP_003","distributed","evergreenForest",37.033983,-119.250835,"WGS84",20.1,299804.45,4101011.30,"11N",1127.4,0.1,"vst_SOAP_2019",,,"31 | 32 |  40 | 41","NEON.DOC.000987vG","Y","Y",,"Y",,"N",,"noneSelected","noneSelected",400,400,400,,,,
"2bae6ee2-cb60-41b9-baa3-0fcc548581da","SOAP_004.basePlot.vst","2019-06-17","D17","SOAP","SOAP_004","distributed","evergreenForest",37.037426,-119.269483,"WGS84",20.2,298154.72,4101432.76,"11N",1197.4,0.2,"vst_SOAP_2019",,,"31 | 32 |  40 | 41","NEON.DOC.000987vG","Y","Y",,"Y",,"N",,"25","noneSelected",400,200,400,,,,
"821f8da7-a7f4-478c-8069-1a04839daa2f","SOAP_020.basePlot.vst","2019-06-19","D17","SOAP","SOAP_020","distributed","evergreenForest",37.036585,-119.256970,"WGS84",20.1,299265.56,4101312.95,"11N",1128.0,0.1,"vst_SOAP_2019",,,"31 | 32 |  40 | 41","NEON.DOC.000987vG","Y","Y","presentInAll","Y","presentInAll","Y","31|32|40|41","25","noneSelected",400,200,400,,,,
"81574fd8-df8a-4b93-8d03-fe016d39bf78","SOAP_016.basePlot.vst","2019-06-19","D17","SOAP","SOAP_016","distributed","evergreenForest",37.028524,-119.253018,"WGS84",20.1,299595.91,4100410.18,"11N",1205.9,0.1,"vst_SOAP_2019",,,"31 | 32 |  40 | 41","NEON.DOC.000987vG","Y","N",,"Y",,"N",,"noneSelected","noneSelected",400,400,400,,,,
"fa155936-98ec-4cf2-85fe-c7e50cff11a6","SOAP_007.basePlot.vst","2019-06-19","D17","SOAP","SOAP_007","distributed","evergreenForest",37.028597,-119.249997,"WGS84",20.1,299864.85,4100411.92,"11N",1194.3,0.1,"vst_SOAP_2019",,,"31 | 32 |  40 | 41","NEON.DOC.000987vG","Y","Y",,"Y",,"N",,"25","noneSelected",400,200,400,,,,
"8c8f8c04-cd9d-464b-8814-bd2d03bb8d64","SOAP_009.basePlot.vst","2019-06-26","D17","SOAP","SOAP_009","distributed","shrubScrub",37.037935,-119.256677,"WGS84",20.1,299295.18,4101462.12,"11N",1095.9,0.1,"vst_SOAP_2019",,,"31 | 32 |  40 | 41","NEON.DOC.000987vG","Y","Y",,"Y",,"N",,"25","noneSelected",400,200,400,,,,
