uid,namedLocation,date,domainID,siteID,plotID,plotType,nlcdClass,decimalLatitude,decimalLongitude,geodeticDatum,coordinateUncertainty,easting,northing,utmZone,elevation,elevationUncertainty,eventID,eventType,dataCollected,subplotsSampled,samplingProtocolVersion,targetTaxaPresent,treesPresent,treesAbsentList,shrubsPresent,shrubsAbsentList,lianasPresent,lianasAbsentList,nestedSubplotAreaShrubSapling,nestedSubplotAreaLiana,totalSampledAreaTrees,totalSampledAreaShrubSapling,totalSampledAreaLiana,remarks,measuredBy,recordedBy,dataQF
"d41da7b7-426e-43a0-a91a-2f30716cc0a4","SJER_010.basePlot.vst","2019-12-04","D17","SJER","SJER_010","distributed","evergreenForest",37.128635,-119.749395,"WGS84",20.1,255756.70,4112681.19,"11N",409.2,0.1,"vst_SJER_2019",,,"31 | 32 |  40 | 41","NEON.DOC.000987vH","Y","Y","presentInAll","Y","32","Y","32|41","noneSelected","noneSelected",400,400,400,,,,
