"","siteID","plotID","moch","pft","can_max_ht","rugosity","top_rugosity","enl","fhd","gini","rumple","transect_length"
"24","ARNO","ARNO_05",10.55882,"DBF",25.127,7.92484678831577,5.38296962534129,12.3525356967011,2.55882436060388,1.5212630456562,5.26,50
"25","ARNO","ARNO_05",13.135225,"DBF",26.285,17.5865635245144,6.69739574142873,12.2435083669937,2.69867237417467,1.60695895198545,5.525,40
"26","ARNO","ARNO_05",12.40905,"DBF",23.839,14.2385689297239,6.68777325231343,16.205237084218,2.83886793307253,1.53074206043808,6.45,40
"27","ARNO","ARNO_05",11.44218,"DBF",24.624,11.5206959208622,7.33645848691343,11.3318859731924,2.48460473380665,1.36157078936953,5.78,50
"28","ARNO","ARNO_05",10.61,"DBF",23.345,9.09861727105798,6.14008511592219,11.6820276497696,2.55649262939852,1.39460860239522,4.5,40
"29","ARNO","ARNO_05",11.4756,"DBF",26.449,16.3963848412578,6.0642827373028,12.9384359400998,2.68232963577089,1.4750926781259,4.275,40
"30","ARNO","ARNO_06",10.02985,"DBF",26.149,15.0815745874616,5.6281751177811,8.71018062397373,2.28962257213429,1.31385788866382,4.775,40
"31","ARNO","ARNO_06",10.239525,"DBF",27.117,15.5804312780065,6.66228075595391,8.79303785428952,2.28056508776325,1.29949849240073,5.575,40
"32","ARNO","ARNO_06",11.599975,"DBF",28.14,12.6173655483138,5.95720297251732,11.4051320009869,2.52007148814086,1.3267774130433,7.425,40
"33","ARNO","ARNO_06",14.634325,"DBF",26.217,23.8440633495993,8.37668581544283,11.544251041922,2.7114339986755,1.47679036299512,7.7,40
"34","ARNO","ARNO_06",12.63496,"DBF",29.175,29.7564209305096,6.92097376940086,11.1440582959641,2.54638497564343,1.36960710375231,5.34,50
"35","ARNO","ARNO_06",12.9005333333333,"DBF",23.981,19.1015498227313,7.56769528863373,11.7552447552448,2.47352234096529,1.29216069575812,8.96666666666667,30
"36","ARNO","ARNO_06",13.6621,"DBF",22.183,9.45606443312726,7.00644486566158,14.8127659574468,2.5759190471175,1.32789881773393,3.3,10
"37","ARNO","ARNO_11",15.3756,"DBF",26.314,22.4843819178618,7.88908682098033,14.4674751929438,2.77510259025516,1.47445762945136,6.53333333333333,30
"38","ARNO","ARNO_11",15.907625,"DBF",26.943,18.7741797231396,8.13127817462944,17.676718630207,2.95584922476517,1.63912153824875,8.025,40
"39","ARNO","ARNO_11",12.54375,"DBF",27.17,24.3527788349515,8.25628666066513,13.4738698300737,2.45873799016331,1.34603253214515,8.7,40
"40","ARNO","ARNO_11",13.3421,"DBF",27.151,16.0778642155034,8.31375710309309,13.7174211248285,2.61996896065446,1.28374306762316,6.75,40
"41","ARNO","ARNO_11",11.166,"DBF",26.589,30.0025069297961,8.04778364434624,10.8203045685279,2.57178897976936,1.36854984362892,6.1,30
"42","ARNO","ARNO_11",13.6501,"DBF",24.084,15.4600956300032,6.80016247273222,13.9615384615385,2.44217314042897,1.41388180115169,4.4,10
"43","ARNO","ARNO_11",11.06945,"DBF",24.269,19.1704367056701,6.57291096168634,11.1274681329668,2.47399451108042,1.41756165005977,5.6,40
"44","ARNO","ARNO_12",18.48764,"DBF",28.561,19.5223011166268,7.11275403121544,21.6450216450216,3.06928020545072,1.7831610351415,5.06,50
"45","ARNO","ARNO_12",17.03455,"DBF",26.796,35.7209532679906,7.95313679754805,18.9446064139942,2.94331490734043,1.57720141159031,6.1,40
"46","ARNO","ARNO_12",16.552025,"DBF",30.015,18.2704734692353,9.35475907811716,22.7356937011116,2.95807691202813,1.58001988010161,4.4,40
"47","ARNO","ARNO_12",17.76835,"DBF",28.448,20.1579571838012,8.62112547102636,23.2410865874363,3.0925491111392,1.57355993239628,6.275,40
"48","ARNO","ARNO_12",12.0785,"DBF",27.378,24.7823190356709,7.79146520567743,12.5311591863093,2.58261775884844,1.27675785127381,9.625,40
"49","ARNO","ARNO_12",18.08896,"DBF",29.02,21.1969973693129,8.34201651821693,22.1963079693832,3.02394319821389,1.41318107197201,7.26,50
"50","ARNO","ARNO_35",18.427775,"DBF",28.502,28.5440118340081,9.33650105901563,21.323467230444,3.07450689396031,1.64837630933213,6.825,40
"51","ARNO","ARNO_35",10.2731857142857,"DBF",30.78,21.0614726041344,7.78134002522694,14.1199768719283,2.75020379175208,1.37091044079723,4.77142857142857,70
"52","ARNO","ARNO_35",15.26138,"DBF",28.318,38.4761713105165,10.1744936992622,14.6882764852044,2.7304317284794,1.26731541361888,8.72,50
"53","ARNO","ARNO_35",15.10886,"DBF",26.168,21.2715482183715,7.86063705163589,15.4506197520992,2.83027699211879,1.49299686379721,6.98,50
"54","ARNO","ARNO_35",8.36345,"DBF",25.243,16.3903236147797,5.15764787351555,7.53314224292368,2.07796927939416,1.25607520677526,4.9,40
"55","ARNO","ARNO_36",11.06275,"DBF",22.452,7.45471566786723,5.80068017563458,11.1304347826087,2.54435693827203,1.51565591826124,4.175,40
"56","ARNO","ARNO_36",7.796225,"DBF",14.051,2.39723032674885,2.46542906743197,7.94329553035357,2.22744537553072,1.82617324070592,2.425,40
"57","ARNO","ARNO_36",8.070975,"DBF",20.742,13.4994812412687,4.48696257541838,7.88027069234774,2.17904617501525,1.44551454339568,3.95,40
"58","ARNO","ARNO_36",8.509025,"DBF",20.789,7.27273036436606,4.52260095059617,8.50272514923436,2.22731180849563,1.47078643668149,4.625,40
"59","ARNO","ARNO_36",8.8125,"DBF",17.044,2.03459493240679,2.45361404818197,8.1360315893386,2.08753558136601,1.4929918218264,3.175,40
"60","ARNO","ARNO_36",9.743575,"DBF",20.243,8.29881164654294,4.96327609903544,11.7959124087591,2.57430405411031,1.59206266897527,4.9,40
"61","UMBS","UMBS_AF_B4",15.619425,"DBF",20.535,14.1610592558965,4.88944004914988,17.5380571428571,2.70457657457267,1.59572927050472,3.725,40
"62","UMBS","UMBS_AF_B4",16.194775,"DBF",20.545,13.4200735843761,4.14716746391051,17.7584082156611,2.76776552874206,1.76881486471303,3.45,40
"63","UMBS","UMBS_AF_B4",15.3968,"DBF",20.646,13.927528197088,5.08315476542184,17.3998118532455,2.73367706739967,1.80778093133932,4.075,40
"64","UMBS","UMBS_AF_B4",16.228775,"DBF",20.686,14.2576616143725,4.81135743140045,17.2185430463576,2.74547753443311,1.61382385773183,4.25,40
"65","UMBS","UMBS_AF_B4",15.941225,"DBF",21.125,13.4908433449222,4.78614591743176,19.4075286415712,2.84691678568948,1.65802125648237,4.45,40
"66","UMBS","UMBS_AF_B4",11.6311666666667,"DBF",21.837,15.3378657940544,6.9206554802877,19.1829345754817,2.92473337264498,1.68784361658375,3.5,60
"67","UMBS","UMBS_AF_B4",15.74495,"DBF",21.141,17.8389655614792,4.68377514267919,19.0162469536962,2.8437942599198,1.4007554482877,4.8,40
"68","UMBS","UMBS_AF_B4",14.620475,"DBF",20.984,12.5255237520345,4.78253449590143,17.924126172208,2.80566853038368,1.40123945069051,4.5,40
"69","UMBS","UMBS_AF_B4",15.241,"DBF",20.734,12.7642601967056,4.98851931682729,18.2267057960381,2.78969231203838,1.58668631823225,5.3,40
"70","UMBS","UMBS_AF_B4",14.930575,"DBF",20.383,14.1492574700616,5.14305662825233,16.9260115606936,2.67699853969962,1.26126571649965,3.95,40
"71","UMBS","UMBS_AF_B4",14.83955,"DBF",21.732,14.6841291674579,4.79463424422525,15.5430656934307,2.76593986484784,1.63008310738949,5,40
"72","UMBS","UMBS_AF_B4",14.6076,"DBF",20.136,14.2960320727498,4.50575294826173,15.0097581671616,2.70153552853008,1.59531761246604,4.7,40
"73","UMBS","UMBS_AF_B4",14.131675,"DBF",20.717,16.0073291788425,5.42552095755766,15.6111240400279,2.69976860899361,1.69995166723338,5.725,40
"74","UMBS","UMBS_AF_B4",14.826325,"DBF",21.455,16.5224150960792,5.29195331291062,15.6538782318599,2.76743357226387,1.47894036929309,5.15,40
"75","UMBS","UMBS_AF_B4",13.950675,"DBF",21.727,16.21319102283,5.30434599940561,15.125,2.75456636693523,1.55172585452422,5.425,40
"76","UMBS","UMBS_AF_B4",14.243525,"DBF",20.529,14.1896392314784,5.44417143980842,15.0468115595892,2.70749746173592,1.62933329268523,6.15,40
"77","BEF","BART_33",14.93295,"DBF",22.977,8.80705149383783,2.73471147824241,14.1422680412371,2.61770279586541,1.67605239383111,2.85,40
"78","BEF","BART_33",13.292725,"DBF",20.7,8.95445206558289,3.41269236510503,14.2725355824987,2.7152776706606,1.72511736274036,4.025,40
"79","BEF","BART_33",15.12755,"DBF",20.07,7.57936171985637,3.53327109971802,16.2218254535066,2.79693787228057,1.83351970985662,4.075,40
"80","BEF","BART_34",13.3646,"MF",26.488,5.93867949669997,5.46793024077198,15.5104998521148,2.76345824606635,1.43256557406075,4.5,40
"81","BEF","BART_34",12.6641,"MF",23.62,9.68181373349454,4.56607474247259,13.9571237159446,2.60925555165307,1.40394264937664,4.15,40
"82","BEF","BART_34",14.055175,"MF",21.71,6.41123027919714,4.79972800451314,15.0334709845686,2.78349547864882,1.76090584091121,4.15,40
"83","BEF","BART_36",13.970275,"DBF",22.014,15.7253815660927,5.13025542917599,14.5550230414747,2.64701093304703,1.42211298739192,4.825,40
"84","BEF","BART_36",15.20345,"DBF",22.814,12.399746112928,4.3437695903266,16.7095046854083,2.79027304779691,1.70194213957372,4.525,40
"85","BEF","BART_36",12.6016,"DBF",19.424,9.13096006776746,4.07863962237788,14.2064198315589,2.68868957303199,1.70446395052949,4.125,40
"86","BEF","BART_37",16.93435,"DBF",24.109,6.15174971073155,3.55718075166275,15.8578578578579,2.79518708846392,1.7482748515456,3.925,40
"87","BEF","BART_37",16.92355,"DBF",23.512,8.47521232757821,3.53476393836986,17.5242322805996,2.85985023372963,1.68272162598049,3.6,40
"88","BEF","BART_37",15.906075,"DBF",21.733,12.1435080126441,4.42738447640625,18.1496717724289,2.87562951552876,1.67048071186934,4.425,40
"89","BEF","BART_39",14.8292,"MF",21.911,5.79133307491991,3.60873243034811,15.6871218668971,2.7398443932824,1.89767235168407,4.45,40
"90","BEF","BART_39",11.26505,"MF",19.091,5.93198025974433,4.53116160999555,13.2069127674583,2.57806951646046,1.75666529743271,3.95,40
"91","BEF","BART_39",12.832575,"MF",22.685,10.6057096887943,4.8775974271046,16.0514285714286,2.62618679523139,1.39637235391567,4.775,40
"92","BEF","BART_40",15.1147,"DBF",25.417,13.9267263815675,4.88969304369287,16.6059365404299,2.83738704378795,1.68123986371881,5.95,40
"93","BEF","BART_40",15.246825,"DBF",22.763,15.6197112924289,5.24301777892544,17.4372789115646,2.87768671844259,1.78317036284954,4.65,40
"94","BEF","BART_40",13.532325,"DBF",23.405,10.5760197893841,5.95874510273421,17.3090029041626,2.68331550482903,1.50359455795784,4.375,40
"95","BEF","BART_41",13.374175,"DBF",21.579,9.74531302230016,5.11937478598305,16.3734713076199,2.76880712792519,1.57169819908876,4.2,40
"96","BEF","BART_41",16.5779,"DBF",25.612,10.3387299200608,5.53411641570397,17.6772293317083,2.86771653954801,1.829976207316,4.35,40
"97","BEF","BART_41",13.368125,"DBF",21.02,9.95374044898465,4.94924514414015,14.8685082872928,2.77656587839331,1.81618239585997,4.85,40
"98","BEF","BART_44",14.83885,"DBF",21.416,8.20547101763494,3.59615589312982,16.109720320751,2.75202427135957,1.6788127267708,4.05,40
"99","BEF","BART_44",13.4563,"DBF",20.387,9.71997325749722,4.70627437821861,15.2840816326531,2.67652225010711,1.58260440185405,4.5,40
"100","BEF","BART_44",14.65105,"DBF",20.681,7.1374238530283,3.64719143050776,15.9551262075413,2.73826494046563,1.63703873892186,4.225,40
"101","BEF","BART_46",15.03885,"DBF",22.044,10.9679440658321,4.90290263347472,17.0392843251653,2.88517229307428,1.98449256368767,4.5,40
"102","BEF","BART_46",14.2641,"DBF",23.867,10.6531518875232,4.24500522061834,15.9363281975125,2.86370619837904,1.80353793307619,3.95,40
"103","BEF","BART_46",15.161725,"DBF",24.025,15.3725736093908,6.01560846289435,17.919112018372,2.90385793747601,1.59491580430403,7.325,40
"104","BEF","BART_47",11.626525,"DBF",19.965,4.58983574412988,4.25943472828111,13.2245271507016,2.62917905713422,1.85998202750732,4.4,40
"105","BEF","BART_47",12.84545,"DBF",19.633,6.38747950429834,3.22581317873534,14.5161532682194,2.63159850130767,1.79675335840553,3.9,40
"106","BEF","BART_47",13.7911,"DBF",25.491,10.1024306945681,4.42632325166217,14.4104536179564,2.77916798242187,1.61350019287522,4.55,40
"107","BEF","BART_50",11.1662,"MF",18.485,4.73161537551564,3.94376548686463,12.4452409398646,2.49882684092513,1.97449485920665,4.075,40
"108","BEF","BART_50",12.216225,"MF",23.213,12.9006537434754,5.94252511504568,15.6056462284958,2.73278982481723,1.46399073238588,4.875,40
"109","BEF","BART_50",10.943325,"MF",21.414,7.53919642040496,4.37253424368289,10.6525005869923,2.46751964780249,1.65421998991959,5.225,40
"110","BEF","BART_51",12.45725,"MF",19.32,7.91255333147151,4.36734087817219,15.2999002991027,2.61746023725374,1.54670188674872,3.975,40
"111","BEF","BART_51",11.104425,"MF",18.411,7.61795522873329,4.53461633176193,14.5654266958425,2.57432375615347,1.71797807525892,3.975,40
"112","BEF","BART_51",13.970225,"MF",21.598,7.29398044637274,4.61667714052778,15.2196695515342,2.76061040862849,1.78968731595255,4.875,40
"113","BEF","BART_72",13.88085,"MF",18.936,8.6208132634385,3.89717457515451,14.7166339110238,2.69083931340622,1.87079519341379,4.125,40
"114","BEF","BART_72",11.996175,"MF",20.725,6.9937529023817,4.93610773106628,14.2469565217391,2.66816411858395,1.77108739230225,3.9,40
"115","BEF","BART_72",10.2745,"MF",18.058,9.43524850933786,4.64936450027423,11.6856274424663,2.4757603727102,1.55032296960469,4.3,40
"116","BEF","BART_73",13.655575,"DBF",20.058,6.21783437747351,3.80221408431308,13.5152957171992,2.66760844438546,1.81370496911772,3.675,40
"117","BEF","BART_73",12.505075,"DBF",18.358,5.36774733124993,3.05636586099931,13.0983758700696,2.50883833360404,1.53444041726219,3.6,40
"118","BEF","BART_73",12.368875,"DBF",19.189,3.94866557235304,3.32785131407486,12.8037285607755,2.53531219481746,1.69536320885021,3.15,40
"119","BEF","BART_74",14.6502,"DBF",19.589,7.23136178244404,3.38396154733563,16.1556954779622,2.77450503094446,1.99716808723487,3.925,40
"120","BEF","BART_74",11.7498,"DBF",21.726,10.55335281524,5.79358132542894,15.7748611812216,2.71315006121283,1.61538524425637,5.425,40
"121","BEF","BART_74",11.148325,"DBF",17.781,6.51571303113594,4.08301026699476,13.3547008547009,2.65337794551943,1.90632173381252,3.65,40
"122","UMBS","?",13.932625,"DBF",22.417,12.6945295170522,5.28843317733654,17.9984505732879,2.83773951344736,1.82559899080151,5.3,40
"123","UMBS","?",15.96975,"DBF",22.068,10.3505603830904,4.22480373538986,18.219512195122,2.90004678345457,1.75757001106644,4.1,40
"124","UMBS","UMBS_AC103",18.94865,"DBF",24.77,20.5191838980759,5.97224550197808,19.1742866964593,2.8880825231851,1.58999002595165,3.8,40
"125","UMBS","UMBS_AC103",18.05725,"DBF",23.543,14.0551758974572,4.51387548963166,18.7990281827017,2.95777047306329,1.77998100704902,3.575,40
"126","UMBS","UMBS_AC104",14.0939,"DBF",22.489,10.6858340411183,5.05525055200924,16.333686815129,2.7041951890387,1.66025891801533,4.775,40
"127","UMBS","UMBS_AC104",15.00105,"DBF",20.397,13.8386000248527,4.88079763316381,18.2539593814049,2.882193083099,1.44791627157417,4,40
"128","UMBS","UMBS_AC107",16.474075,"DBF",22.296,17.346178100049,5.41872666179578,19.0671417260491,2.87338913307635,1.68655551866446,4.925,40
"129","UMBS","UMBS_AC107",16.66795,"DBF",22.124,14.0440170757099,4.62934331583837,20.3148316651501,2.95522497940373,1.62765924030113,3.15,40
"130","UMBS","UMBS_BF7",16.473525,"DBF",19.508,10.6220250767861,1.83687149010317,16.4041750841751,2.69094186285486,1.82660551959856,2.25,40
"131","UMBS","UMBS_BF7",15.145725,"DBF",18.478,8.57097207564571,2.89842075467898,16.0005602240896,2.7106140055733,1.63669497701008,2.925,40
"132","UMBS","UMBS_BF8",16.488325,"DBF",19.877,4.42954625116612,2.00542873972829,15.7307238605898,2.61297716378834,1.69030036896002,1.975,40
"133","UMBS","UMBS_BF8",15.31945,"DBF",19.862,7.88674444572142,3.18751193823808,16.5885826771654,2.77024333221579,1.81917451800651,3.35,40
"134","UMBS","UMBS_BS40",20.604375,"DBF",28.09,23.7678185461598,6.28741850612426,24.2765887388871,3.11995397272767,1.84264727196508,5.925,40
"135","UMBS","UMBS_BS40",22.28795,"DBF",27.031,25.693889653757,6.03183952445006,21.9653541444957,2.91591790699925,1.60020412670388,5.2,40
"136","UMBS","UMBS_BS40",25.158925,"DBF",30.519,32.1668839518335,5.79716467119919,22.1052631578947,2.93992477406643,1.48543749962311,3.95,40
"137","UMBS","UMBS_BS40",23.45675,"DBF",28.827,25.8753329150227,6.15360690873081,25.1842468908337,3.1628735156949,1.85936618026103,5.1,40
"138","UMBS","UMBS_BS40",15.72728,"DBF",25.577,25.5540509293439,9.14185673107102,21.2710018154811,2.95717494830136,1.79821934406679,4.64,50
"139","UMBS","UMBS_BS40",22.4012,"DBF",26.975,26.4959167047589,4.38695066807259,20.078834209269,2.91539460125339,1.56772751716827,3.425,40
"140","UMBS","UMBS_BS42",22.930725,"DBF",26.077,24.9077446406996,3.18721134429537,17.4653465346535,2.74487940823211,1.45576129001963,2.8,40
"141","UMBS","UMBS_BS42",18.9886,"DBF",25.638,23.8423933031844,6.2528960502622,22.9422256688639,3.02028982222014,1.6404651485157,4.55,40
"142","UMBS","UMBS_BS42",21.899925,"DBF",24.985,31.0151015071647,4.44402158703416,16.3879370385848,2.75911388238239,1.34117035180037,3.9,40
"143","UMBS","UMBS_BS42",21.7465,"DBF",25.968,30.598775800895,5.11242267322877,17.3302855535237,2.6936555534735,1.45238688373302,4.4,40
"144","UMBS","UMBS_BS42",22.67315,"DBF",25.187,29.6201216940764,3.87279709128382,16.265160815124,2.61965688029812,1.14668521219133,2.8,40
"145","UMBS","UMBS_BS42",22.96375,"DBF",25.63,25.8427522895814,2.9193400004901,14.1988205560236,2.51547701142417,1.3531211288278,2.65,40
"146","UMBS","IP_CP1",20.61095,"ENF",29.847,16.1381164277425,6.51083151155019,23.6603903559127,3.1948052247817,1.7564730140041,6.125,40
"147","UMBS","IP_CP1",21.8975,"ENF",31.321,30.6108806811303,6.50892664750219,24.6301975818343,3.13101407141473,1.64956975369772,5.35,40
"148","UMBS","IP_CP2",23.8962,"ENF",29.722,27.916250668119,6.33787776581081,27.041975308642,3.23819275886419,1.42779719496815,5.625,40
"149","UMBS","IP_CP2",21.453875,"ENF",28.377,23.3714597830603,4.74934927897685,23.9833622183709,3.20336069667508,1.59080079302742,5.125,40
"150","UMBS","IP_CP3",21.584525,"ENF",30.219,28.7039782589388,6.51802007844013,22.7379975874548,3.0791626727584,1.36449976345677,6.45,40
"151","UMBS","IP_CP3",21.8499,"ENF",30.32,33.6317648478869,6.54988308292598,24.5285839929639,3.17920874555851,1.35476451111346,5.875,40
"152","UMBS","UMBS_DNR1",8.954475,"DBF",12.467,1.78472421446452,2.02688768600203,9.22208281053952,2.13340074903206,1.63245830625247,2.375,40
"153","UMBS","UMBS_DNR1",9.06275,"DBF",12.361,2.95951123465472,1.86201321637327,9.26555671175858,2.17082994569388,1.71143887344837,2.225,40
"154","UMBS","UMBS_DNR2",10.43875,"DBF",13.183,4.36539486777563,1.80485552728161,11.0869565217391,2.3310724420937,2.07100520113832,2.1,40
"155","UMBS","UMBS_DNR2",10.7576,"DBF",15.401,4.50317877175077,2.48673785695854,12.3252895752896,2.58172742591786,1.42273800513746,2.5,40
"156","UMBS","UMBS_DNR3",7.95185,"DBF",11.558,1.41377234460232,2.88746234563083,8.79346405228758,2.11734883439593,1.72602771642201,3.075,40
"157","UMBS","UMBS_DNR3",7.66845,"DBF",12.109,1.99481263239246,2.93488677062851,8.91666666666667,2.21741356093231,1.77404564104284,2.3,40
"158","UMBS","UMBS_PSA1",13.338725,"DBF",16.957,4.40617409998251,2.25461278712594,13.3713403335392,2.61220924428627,2.22790374084182,2.95,40
"159","UMBS","UMBS_PSA1",13.05075,"DBF",15.501,5.55775200993793,2.05535124891349,13.1302199159871,2.51570297171537,1.96529666715832,2.7,40
"160","UMBS","UMBS_PSA2",14.786225,"DBF",16.552,5.03608411928573,1.35234338848704,12.3013263180971,2.364055608928,1.7020320270837,2.05,40
"161","UMBS","UMBS_PSA2",13.881825,"DBF",17.881,6.95665513755686,2.64061652559708,14.6295246682983,2.5829013245226,1.70532848520688,2.525,40
"162","UMBS","UMBS_PSA3",13.943025,"DBF",16.582,5.2962802804632,2.65494613869264,14.1547011900092,2.62100613072798,1.9912959991287,2.925,40
"163","UMBS","UMBS_PSA3",13.286775,"DBF",17.032,6.23439009748668,4.16013804312075,14.5136855506047,2.64246265246993,1.45809249419258,2.575,40
"164","IP","IP_CP9235",14.8646,"MF",27.13,22.9715598774101,7.44306735384669,17.8674877578276,2.93920417346502,1.61917630009097,7.81666666666667,60
"165","IP","IP_CP9235",11.6639166666667,"MF",26.458,19.1059754080361,7.15762982096412,10.6799887021607,2.59595307624256,1.42975766941613,6.18333333333333,60
"166","IP","IP_CP9235",13.63105,"MF",28.124,13.4896126170296,8.72786280637758,18.8551046877895,2.96453279578163,1.56259572006043,6.45,60
"167","IP","IP_CP9237",12.11225,"MF",26.545,13.524550617954,5.50087341177498,11.4328033108255,2.67973404416713,1.4193667957173,4.91666666666667,60
"168","IP","IP_CP9237",14.77415,"MF",26.213,15.1945060790636,6.47926220644222,18.2450612653163,2.9695770277605,1.75712639853783,6.4,60
"169","IP","IP_CP9238",15.01886,"MF",29.451,21.6688674993677,9.13682813719134,17.9619741100324,2.87398468165754,1.53717331001223,7.86,50
"170","IP","IP_CP9238",19.21494,"MF",28.738,28.6226790041918,8.50000471646928,22.52841550621,3.07944510652635,1.58666455020845,7.3,50
"171","IP","IP_CP9240",19.13536,"MF",32.79,16.2565592940998,6.66115063529736,20.4051515964583,3.07348152995716,1.43700217665633,6.14,50
"172","IP","IP_CP9240",17.5955166666667,"MF",31.45,17.3928387805653,6.84298753640881,20.4362680683311,3.021833313483,1.47147883120523,6.11666666666667,60
"173","IP","IP_CP9240",18.11915,"MF",31.213,17.7250893029455,5.52985775961059,18.380664652568,2.9673040718517,1.62785479801892,4.71666666666667,60
"174","IP","IP_CP9240",17.67202,"MF",32.516,15.4417589747218,6.30760304902596,18.4048632218845,2.90276469975689,1.48751287945356,6.36,50
"175","IP","IP_CP9240",16.6247333333333,"MF",30.34,17.0653153187636,5.69298437081358,17.7570181646615,2.96842603534199,1.70375184173135,5.68333333333333,60
"176","IP","IP_CP9240",16.78496,"MF",28.968,18.6806686587522,6.0334591829773,18.6811132048123,2.94111702322072,1.53054406032241,5.48,50
"177","IP","IP_CP9241",20.58638,"MF",30.42,37.4046049264001,8.9348319031959,23.1154791154791,3.04015090723363,1.17145161926207,6.2,50
"178","IP","IP_CP9241",20.6314833333333,"MF",31.16,33.1239803826453,9.57225768932826,23.1297674418605,3.06100218532041,1.45031040842416,8.01666666666667,60
"179","IP","IP_CP9241",21.5106333333333,"MF",31.362,27.4555697907422,8.59367320088539,23.6066844579997,3.08760083958319,1.58764103109177,6.95,60
"180","IP","IP_CP9241",20.95558,"MF",30.13,29.8571802773622,7.3501335739355,23.4130879345603,3.11939582994475,1.5245614241676,8,50
"181","IP","IP_CP9241",21.2554166666667,"MF",29.83,27.6185091596924,8.54217416513584,23.6694677871148,3.13193142197915,1.69357946529675,7.5,60
"182","IP","IP_CP9241",20.48448,"MF",31.082,29.5814462195702,9.25135356724206,20.4504201680672,2.99850462590333,1.33034759349131,7.52,50
"183","IP","IP_CP9271",14.628,"MF",29.04,20.8597298392741,6.29632949302574,14.8864731923266,2.73999643873279,1.46087248405413,5.71666666666667,60
"184","IP","IP_CP9271",13.7439,"MF",26.464,17.74519992277,6.42865397172189,12.6706250575347,2.76752695883931,1.53735453320393,6.85,60
"185","IP","IP_CP9271",13.6165166666667,"MF",29.541,19.8754538397612,6.20165118387814,14.8981355161437,2.76325225902153,1.48518547530693,6.61666666666667,60
