"","transect","id","mean.height.mean","height.2","mean.height.median","mean.height.var","mean.height.rms","transect.length","can.max.ht","moch","can.max.ht.median","lad.mean","lad.sd","lad.median","lad.column.max","lad.max.ht.mean","lad.max.ht.sd","lad.max.ht.median","lad.max","lad.mean.peak","lad.peak.sd","lad.peak.median","deep.gaps","deep.gap.fraction","porosity","std.std","mean.std","rugosity","top.rugosity","mean.return.ht","sd.return.ht","median.ht","sky.fraction","cover.fraction","max.ht","scan.density","rumple","gap.variables","enl","fhd","gini","mean.intensity","median.intensity","sd.intensity","max.intensity","min.intensity","skew.intensity","kurtosis.intensity","p10","p25","p50","p75","p90","projectID","siteID","plotID","year","description","disturbance","yearOfDisturbance","management","standAge","pft","notes"
"234","CMSPSA1EW.CSV","CMSPSA1EW_output.csv",9.44182685219509,2.35415894099093,9.28993462550284,5.54206431944755,9.7237650639191,40,16.957,13.338725,13.381,4.022808299161,1.26234758744944,4.2160354689997,5.90536184805457,9.35,3.46817028535295,9,4.12713438504509,1.59117191543224,0.757089534304385,1.62965839721336,0,0,0.511111111111111,83.5665349333261,8.00950464972518,4.40617409998251,2.25461278712594,6.57606204327268,3.36482980784433,6.299,2.92788093747827,97.0721190625217,16.957,359.6,2.95,0.836969014961326,13.3713403335392,2.61220924428627,2.22790374084182,64.663777045422,66,15.3587584097558,111,11,-0.257117158614894,2.97717099625046,2.531,3.752,6.298,8.521,11.6926,"UMBS-LTREB","UMBS","UMBS_PSA1",NA,"","",NA,"unmanaged",NA,"DBF",""
"235","CMSPSA1NS.CSV","CMSPSA1NS_output.csv",10.2614575081727,1.97795694182816,10.5116620651855,3.91231366372619,10.4456697254971,40,15.501,13.05075,13.966,3.80098376289759,1.4052817335271,3.79829031694653,6.04025471127741,10.625,2.51852113708595,11,3.11351530921037,1.50822996767164,0.780282777749433,1.38040038324387,0,0,0.505882352941176,65.9086544755891,5.91777382734589,5.55775200993793,2.05535124891349,7.62526324378609,3.07856134758942,8.047,4.30081691494474,95.6991830850553,15.501,416.325,2.7,0.81574976387947,13.1302199159871,2.51570297171537,1.96529666715832,67.1267888526236,68,13.9256702321317,113,9,-0.649668543695846,3.89696483374463,3.34,4.913,8.047,9.86,11.619,"UMBS-LTREB","UMBS","UMBS_PSA1",NA,"","",NA,"unmanaged",NA,"DBF",""
"236","CMSPSA2EW.CSV","CMSPSA2EW_output.csv",12.3687304379431,1.56285724217501,12.5972886242081,2.44252275941887,12.4646280464735,40,16.552,14.786225,15.145,2.95022326825331,1.36637595792248,2.83603018222673,6.0137151560428,12.65,2.05750658160146,13,3.52636052461616,1.26501070338952,0.818221843649235,0.977980242454407,0,0,0.530555555555556,56.4011084076945,5.57126243782974,5.03608411928573,1.35234338848704,10.3558578167564,3.33281847809858,11.19,10.0573682323413,89.9426317676587,16.552,418.475,2.05,0.688110896660474,12.3013263180971,2.364055608928,1.7020320270837,67.3529333599096,70,15.1760197662735,112,9,-0.807567967564943,3.75104156428843,4.558,8.64075,11.1895,12.8515,13.79,"UMBS-LTREB","UMBS","UMBS_PSA2",NA,"","",NA,"unmanaged",NA,"DBF",""
"237","CMSPSA2NS.CSV","CMSPSA2NS_output.csv",11.0012339964381,2.55988090062856,11.0980342002427,6.55299022540287,11.2878835444982,40,17.881,13.881825,14.6025,3.48367988192791,1.6144977513414,3.68722493397971,6.05443934626937,11.75,3.27969667140275,13,2.72457950305342,1.26495806428846,0.666427942881155,1.21349200102765,0,0,0.535526315789474,108.146071278698,7.72987843214895,6.95665513755686,2.64061652559708,7.98171875603631,3.94412689345511,7.056,7.82242269570894,92.1775773042911,17.881,421.35,2.525,0.843939195032603,14.6295246682983,2.5829013245226,1.70532848520688,67.2224583091881,69,15.0081463316779,109,8,-0.705788026325216,3.60929278163541,3.08,4.805,7.055,11.70825,13.351,"UMBS-LTREB","UMBS","UMBS_PSA2",NA,"","",NA,"unmanaged",NA,"DBF",""
"238","CMSPSA3EW.CSV","CMSPSA3EW_output.csv",10.8646013595376,2.4198106769007,11.2327231924312,5.85548371204262,11.1242374714363,40,16.582,13.943025,14.8195,3.89313949967501,1.53444595193409,4.0613340116732,6.04025471127741,11.975,3.11725964467314,13,3.89182029811063,1.53757388787614,0.840528525792425,1.43219813574645,0,0,0.529166666666667,84.7433404634333,7.52945918736598,5.2962802804632,2.65494613869264,7.82418102274937,3.53300160956358,7.506,5.1398708884107,94.8601291115893,16.582,406.75,2.925,0.8703596484406,14.1547011900092,2.62100613072798,1.9912959991287,87.0168513837579,89,17.7738720464618,138,14,-0.715175971465182,3.91468916079038,3.349,5.018,7.5055,10.344,13.1107,"UMBS-LTREB","UMBS","UMBS_PSA3",NA,"","",NA,"unmanaged",NA,"DBF",""
"239","CMSPSA3NS.CSV","CMSPSA3NS_output.csv",10.7786596365051,3.82386188720061,11.4265402172051,14.6219197323854,11.4208526520002,40,17.032,13.286775,14.6975,3.12733051249346,1.53413355029924,3.25823787241631,5.91620206260743,11.15,4.66602559699311,13,3.87120101090789,1.25381064102943,0.827471503071767,1.08706443127079,0,0,0.561111111111111,87.2553525325138,6.95612914233727,6.23439009748668,4.16013804312075,7.97562959528383,4.57262384880484,7.933,6.32872122603462,93.6712787739654,17.032,403.05,2.575,0.889022797461761,14.5136855506047,2.64246265246993,1.45809249419258,83.666357554481,86,21.9898240349748,139,13,-0.321771600227121,2.58134006949748,1.946,3.4065,7.928,12.231,14.032,"UMBS-LTREB","UMBS","UMBS_PSA3",NA,"","",NA,"unmanaged",NA,"DBF",""
"240","CP9235NE-SE.CSV","CP9235NE-SE_output.csv",8.98386485995283,5.25465203928037,7.50455913812817,27.6113680539134,10.3856153601144,60,27.13,14.8646,16.751,3.85580846166899,1.93653436424547,4.01520478106524,6.27287700654617,9.91666666666667,6.90931983374426,8,4.97673374242057,1.98468440325029,1.21385794717373,1.80410577552324,0,0,0.764285714285714,775.979249648818,15.757115422798,22.9715598774101,7.44306735384669,5.85033422555318,5.16795161805075,3.3395,5.65338900299673,94.3466109970033,27.13,495.1,7.81666666666667,0.892549840560906,17.8674877578276,2.93920417346502,1.61917630009097,83.6902212705211,83,22.8152791210205,149,1,-0.161972496069949,2.6824959111186,1.768,2.246,3.337,8.3565,13.848,"UMBS-LTREB","IP","IP_CP9235",NA,"reference","",NA,"unmanaged",NA,"MF",""
"241","CP9235NW-SW.CSV","CP9235NW-SW_output.csv",7.03581036646494,4.59291446525464,5.7798475911426,21.0948632851453,8.38128329930736,60,26.458,11.6639166666667,9.0595,3.63829297847746,2.03669221855308,4.06318294032564,6.63200177739563,7.76666666666667,6.64949766591729,5,4.6216994879393,1.94001653072342,1.25286729839051,1.84884732624955,3,0.05,0.803703703703704,505.346985320732,11.8451968758756,19.1059754080361,7.15762982096412,4.89781311861744,4.16102654597272,3.463,18.08763914806,81.91236085194,26.458,518.15,6.18333333333333,0.803787769513468,10.6799887021607,2.59595307624256,1.42975766941613,85.2421052631579,86,19.5202039486372,140,5,-0.38982526679036,3.44411672214322,2.043,2.537,3.462,5.235,8.12580000000002,"UMBS-LTREB","IP","IP_CP9235",NA,"reference","",NA,"unmanaged",NA,"MF",""
"242","CP9235S-N.CSV","CP9235S-N_output.csv",9.84234383169044,7.18042738787088,6.48799547877343,51.5585374724863,12.1478788525333,60,28.124,13.63105,12.9495,3.57667638633226,1.98681707773921,3.97441630616961,6.26149168432104,10.4333333333333,7.92842273126564,7.5,4.252568567437,1.75211564084125,1.04951967442065,1.86316367083972,4,0.0666666666666667,0.79367816091954,258.769214829674,8.76353617395107,13.4896126170296,8.72786280637758,7.46386651533194,6.18855411196006,4.488,16.5983860955928,83.4016139044072,28.124,537.116666666667,6.45,0.927111654398768,18.8551046877895,2.96453279578163,1.56259572006043,89.4901756475141,89,22.2344186436867,146,4,-0.363342900107845,2.85954354647821,2.22,2.728,4.487,11.0185,18.461,"UMBS-LTREB","IP","IP_CP9235",NA,"reference","",NA,"unmanaged",NA,"MF",""
"243","CP9237NE-SE.CSV","CP9237NE-SE_output.csv",8.24736533141528,3.80307178149119,6.83655938240196,14.4633549751746,9.06870078725461,60,26.545,12.11225,10.6015,3.85833863847103,1.40967358683705,3.75094270890322,6.18826412308259,8.73333333333333,5.32301261287592,7,4.56434819146784,2.0896392932056,0.927493943389427,1.9123404976365,0,0,0.773809523809524,231.779645575375,6.99043461866098,13.524550617954,5.50087341177498,6.07762824607693,3.52843903530646,5.163,0.0659195781147037,99.9340804218853,26.545,480.5,4.91666666666667,0.771925597894115,11.4328033108255,2.67973404416713,1.4193667957173,95.5237119844466,99,19.947532822693,153,4,-0.759496100402353,3.91085116139777,2.824,3.819,5.163,7.6265,10.122,"UMBS-LTREB","IP","IP_CP9237",NA,"reference","",NA,"unmanaged",NA,"MF",""
"244","CP9237S-N.CSV","CP9237S-N_output.csv",10.5293314836753,4.81342956113649,10.6642769674757,23.1691041400227,11.5606995418734,60,26.213,14.77415,16.081,4.07376291117333,1.48228727968118,4.18382842456986,6.25190388316589,10.5666666666667,5.82620225947929,9.5,5.0998664278242,1.98734324547008,1.09019886540414,1.81649949785974,0,0,0.730864197530864,399.862900502054,12.999610975539,15.1945060790636,6.47926220644222,7.5766381127201,5.06628519279514,5.949,0.460174595655416,99.5398254043446,26.213,492.683333333333,6.4,0.911443336159171,18.2450612653163,2.9695770277605,1.75712639853783,95.595519749813,99,23.4953646772802,148,4,-0.755510854115303,3.42545179251383,2.913,3.964,5.948,9.411,16.648,"UMBS-LTREB","IP","IP_CP9237",NA,"reference","",NA,"unmanaged",NA,"MF",""
"245","CP9238NW-SW.CSV","CP9238NW-SW_output.csv",10.054699986852,6.13805986448993,8.05911196462016,37.6757789000622,11.7481596493946,50,29.451,15.01886,16.1055,3.97263328622911,1.79034012495992,4.2176677782541,6.1779441140506,10.7,7.78866261344799,7,5.25227342804663,1.98288358118527,1.17898182398954,1.86734449507262,1,0.02,0.774666666666667,788.372536071799,17.8558874707096,21.6688674993677,9.13682813719134,6.74887778728772,6.02522581287286,4.14,12.3400726583478,87.6599273416522,29.451,506.6,7.86,0.901218985037355,17.9619741100324,2.87398468165754,1.53717331001223,80.8821118068381,81,21.0124604105222,137,3,-0.247548172398904,2.84004660952611,1.826,2.585,4.137,7.737,17.9962,"UMBS-LTREB","IP","IP_CP9238",NA,"reference","",NA,"unmanaged",NA,"MF",""
"246","CP9238S-N.CSV","CP9238S-N_output.csv",11.9772175494901,6.97941577084578,11.0814682032426,48.7122445023308,13.8272101249709,50,28.738,19.21494,23.4245,3.63869757540273,1.46467821884868,3.65065824129374,6.24997524225948,11.76,8.4262950921263,8,3.3499040872746,1.58507756479183,0.798907853170079,1.46057170828146,0,0,0.746,1316.67285803694,22.3028048608226,28.6226790041918,8.50000471646928,8.63085272194305,7.35068452735448,5.373,4.00385914134105,95.9961408586589,28.738,497.64,7.3,0.946162149426382,22.52841550621,3.07944510652635,1.58666455020845,85.6433417085427,87,22.1763160163519,153,3,-0.361445332275294,3.00539356369827,1.903,2.61825,5.3705,15.17,19.878,"UMBS-LTREB","IP","IP_CP9238",NA,"reference","",NA,"unmanaged",NA,"MF",""
"247","CP9240NE-SE.CSV","CP9240NE-SE_output.csv",13.2105362651114,4.72810018482849,12.7980799834736,22.3549313577752,14.0152096360505,50,32.79,19.13536,18.5005,4.88241982484653,1.23763540482584,5.01744062262039,6.35437004079735,14.26,5.57622504157479,13,4.27666611901606,2.2132523083681,0.941049735079248,2.13484872484998,0,0,0.743529411764706,449.059791276338,13.5935304904118,16.2565592940998,6.66115063529736,9.4089650634123,4.89157872029832,8.82,0.246658179503501,99.7533418204965,32.79,502.84,6.14,0.872426080928887,20.4051515964583,3.07348152995716,1.43700217665633,100.61470048656,105,20.8464277536887,155,5,-0.992256216134824,4.15270293171631,3.2258,5.80775,8.82,12.343,15.9281,"UMBS-LTREB","IP","IP_CP9240",NA,"reference","",NA,"unmanaged",NA,"MF",""
"248","CP9240NE-SE60.CSV","CP9240NE-SE60_output.csv",11.6462086881945,4.70941226271542,11.1420593239,22.1785638602144,12.5476331608071,60,31.45,17.5955166666667,16.649,4.1756709503856,1.70625389278844,4.45760195893178,6.25382881157547,11.7666666666667,6.26901626826342,10,4.91998092582813,1.97612557798577,1.00901543728534,1.94815793811139,0,0,0.7484375,526.429738206502,14.963919852758,17.3928387805653,6.84298753640881,8.18594646020835,4.89427481825468,8.429,3.23996297185175,96.7600370281482,31.45,486.233333333333,6.11666666666667,0.903036000679342,20.4362680683311,3.021833313483,1.47147883120523,93.4303026008079,98,22.1850811404587,153,6,-0.740932837234523,3.36520702095251,2.518,4.09,8.428,10.43,14.141,"UMBS-LTREB","IP","IP_CP9240",NA,"reference","",NA,"unmanaged",NA,"MF",""
"249","CP9240NW-SW60.CSV","CP9240NW-SW60_output.csv",10.6403741306589,3.8215793900519,10.6648606032553,14.6044690344695,11.2950707327411,60,31.213,18.11915,17.2205,4.56218743695812,1.30401146311781,4.64868820766413,6.289715570909,10.4666666666667,5.02356031038649,11,3.59142411796322,1.98733069699654,0.819469547329834,1.88638046904732,0,0,0.728645833333333,583.091110013508,16.3985462531321,17.7250893029455,5.52985775961059,6.99922857046208,4.72348122313197,5.374,0.788670000335601,99.2113299996644,31.213,496.733333333333,4.71666666666667,0.87317391156301,18.380664652568,2.9673040718517,1.62785479801892,89.0478655030106,93,25.2926374376469,148,2,-0.570227438364834,2.79431921599724,2.3268,2.834,5.372,10.113,13.8,"UMBS-LTREB","IP","IP_CP9240",NA,"reference","",NA,"unmanaged",NA,"MF",""
"250","CP9240S-N.CSV","CP9240S-N_output.csv",11.125869528178,4.0500468874595,11.0688161761828,16.4028797906204,11.8262333374937,50,32.516,17.67202,16.3035,4.33610017449641,1.5513513313354,4.49034828654391,6.25958146406492,10.6,4.72077475481666,11.5,5.08140436498446,2.00033905989221,1.00142827122621,2.08893027936415,0,0,0.771176470588235,430.244120011805,13.8490505009695,15.4417589747218,6.30760304902596,8.08818116675438,4.75274080313588,8.036,1.31836522711837,98.6816347728816,32.516,500.74,6.36,0.865066059462475,18.4048632218845,2.90276469975689,1.48751287945356,95.2407594834217,100,24.7159254691309,156,1,-0.586813058533395,2.86768806264024,2.449,3.715,8.033,11.915,14.0008,"UMBS-LTREB","IP","IP_CP9240",NA,"reference","",NA,"unmanaged",NA,"MF",""
"251","CP9240S-N60.CSV","CP9240S-N60_output.csv",11.2330808156889,4.0555618203785,11.3205751414575,16.4475816789118,11.9312849236532,60,30.34,16.6247333333333,16.05,3.7574124144286,1.84956239921256,3.91177850121113,6.25766758788264,11.1166666666667,6.20577005059839,11.5,4.91632461462501,1.79118530486488,1.07916634800527,1.72938361674182,0,0,0.763978494623656,481.360647665373,13.7889688061343,17.0653153187636,5.69298437081358,8.10777093881094,4.63432269132364,8.021,6.65991561181435,93.3400843881857,30.34,493.866666666667,5.68333333333333,0.886753445926888,17.7570181646615,2.96842603534199,1.70375184173135,95.2650802835238,100,23.6034890583167,150,1,-0.815697534097422,3.60047237223372,2.4318,3.7105,8.019,11.265,14.009,"UMBS-LTREB","IP","IP_CP9240",NA,"reference","",NA,"unmanaged",NA,"MF",""
"252","CP9240SW-NW.CSV","CP9240SW-NW_output.csv",10.4809043094569,4.32869527532479,10.980444662064,18.7376027866191,11.3230828785662,50,28.968,16.78496,16.8885,4.73433151110506,1.16691201695734,4.79601247570947,6.27287700654617,10.48,6.36072130423933,10.5,5.79605775076537,2.12976153008859,0.954900493086239,2.02922434301895,0,0,0.73,624.118944217269,16.5876931090246,18.6806686587522,6.0334591829773,6.77928590850928,4.59332920067236,6.117,0.103858752097152,99.8961412479028,28.968,500.8,5.48,0.899841167434314,18.6811132048123,2.94111702322072,1.53054406032241,92.912587971849,97,25.7247900388312,153,2,-0.650747507526894,2.92585058562336,2.217,2.718,6.116,9.842,13.4797,"UMBS-LTREB","IP","IP_CP9240",NA,"reference","",NA,"unmanaged",NA,"MF",""
"253","CP9241NE-SE.CSV","CP9241NE-SE_output.csv",13.485414205558,7.86151473887455,12.8409642948306,61.8034139895418,15.5699628132252,50,30.42,20.58638,24.6705,3.79443779102462,1.78606791023329,4.06962298467241,6.20859002609663,12.58,10.0754095475579,7,4.81218435537242,1.72426705622439,1.06167128937749,1.47647852060466,0,0,0.76258064516129,2485.56635696787,32.9615213130067,37.4046049264001,8.9348319031959,9.3750785335947,8.20735036297916,4.795,3.23270643312616,96.7672935668738,30.42,495.68,6.2,0.944485363296916,23.1154791154791,3.04015090723363,1.17145161926207,88.7447136839471,91,24.0282116404956,146,2,-0.548411190995043,2.81948961694835,2.229,2.978,4.795,17.408,23.5048,"UMBS-LTREB","IP","IP_CP9241",NA,"reference","",NA,"unmanaged",NA,"MF",""
"254","CP9241NE-SE60.CSV","CP9241NE-SE60_output.csv",13.6319641854004,8.39849275612408,12.0534828736437,70.5346805746687,15.9746533645375,60,31.16,20.6314833333333,25.661,4.30584329388832,1.69059054336345,4.81218435537242,6.22455842927536,14.0833333333333,10.5159953495658,13,4.85722508079672,1.96107952740794,1.06014392133316,1.77047966201866,0,0,0.7453125,1961.45603091607,29.3982644815337,33.1239803826453,9.57225768932826,9.172834196351,8.0863731442425,4.822,2.15580264544867,97.8441973545513,31.16,490.266666666667,8.01666666666667,0.933295910584964,23.1297674418605,3.06100218532041,1.45031040842416,86.4001737619461,89,22.6108131317276,142,1,-0.584552441066733,3.06077283389313,2.217,2.798,4.8105,17.71575,22.5799,"UMBS-LTREB","IP","IP_CP9241",NA,"reference","",NA,"unmanaged",NA,"MF",""
"255","CP9241NW-SW60.CSV","CP9241NW-SW60_output.csv",14.8508768795493,8.11619979946981,15.9373319186373,65.8726991849137,16.8915175445162,60,31.362,21.5106333333333,24.6095,3.69857906177448,1.86051140978466,4.36832497743623,6.25958146406492,15.3833333333333,9.62710098868438,16,4.43872197835043,1.70535819225453,1.04235524658714,1.75202738355093,0,0,0.7515625,1405.22380148617,25.5228424935752,27.4555697907422,8.59367320088539,10.406301371308,8.58182482990822,5.357,11.0388188557665,88.9611811442335,31.362,532.933333333333,6.95,0.939854033599329,23.6066844579997,3.08760083958319,1.58764103109177,87.218776371308,88,23.5522532165604,149,2,-0.424906368670495,2.76274854481979,1.881,2.687,5.35,18.3655,23.0858,"UMBS-LTREB","IP","IP_CP9241",NA,"reference","",NA,"unmanaged",NA,"MF",""
"256","CP9241S-N.CSV","CP9241S-N_output.csv",14.4921818805845,7.03623304442232,14.9814468781968,49.5085754554206,16.0792331784278,50,30.13,20.95558,22.8475,4.44569762208969,1.57146962008865,4.55719879606132,6.20859002609663,15.2,8.58807906582236,16,5.05624580534831,2.03375159763711,1.02863401133949,1.81028010506823,0,0,0.764516129032258,1760.14270102384,29.473572686543,29.8571802773622,7.3501335739355,9.59858166236109,7.98524988080057,4.849,0.704397394136813,99.2956026058632,30.13,491.32,8,0.951080990170108,23.4130879345603,3.11939582994475,1.5245614241676,90.4732439414442,91,26.8519450626668,152,3,-0.51413189036868,2.70861448770456,2.161,2.776,4.848,16.243,22.1438,"UMBS-LTREB","IP","IP_CP9241",NA,"reference","",NA,"unmanaged",NA,"MF",""
"257","CP9241S-N60.CSV","CP9241S-N60_output.csv",16.1329236622251,8.40417915700039,16.5295951464088,70.6302273029598,18.1583116709427,60,29.83,21.2554166666667,24.631,3.93763205707569,1.86661912356646,4.18563553200114,6.25382881157547,17.0666666666667,9.72480084178742,20.5,5.57972982598622,1.91078285851096,1.22026472360759,1.65890788636155,0,0,0.766129032258065,1324.7801274893,23.7064986719946,27.6185091596924,8.54217416513584,11.3290018121092,9.10948559764925,6.826,8.94266856477287,91.0573314352271,29.83,515.25,7.5,0.952740178254397,23.6694677871148,3.13193142197915,1.69357946529675,87.9097853894258,89,23.525068407727,143,1,-0.631268615172783,3.1517004767251,2.19,2.89,6.819,20.169,24.91,"UMBS-LTREB","IP","IP_CP9241",NA,"reference","",NA,"unmanaged",NA,"MF",""
"258","CP9241SNW-SW.CSV","CP9241SNW-SW_output.csv",13.3855185989239,7.47680009985621,14.5400326413089,55.9025397332098,15.2956398068431,50,31.082,20.48448,25.0505,4.00973069910531,1.27959116202137,3.99494968747147,6.25382881157547,13.12,8.86782765658753,14,5.57594910314632,1.97170066318917,0.927532090197645,1.79694086274583,0,0,0.77625,1501.56492601854,25.0300412619958,29.5814462195702,9.25135356724206,9.32899554611204,8.02312971472838,4.159,0.297400798500769,99.7025992014992,31.082,491.04,7.52,0.915809475019855,20.4504201680672,2.99850462590333,1.33034759349131,92.7708903689781,94,24.9846883335311,149,4,-0.583169920556256,2.92199760527726,2.1418,2.657,4.153,16.693,21.8316,"UMBS-LTREB","IP","IP_CP9241",NA,"reference","",NA,"unmanaged",NA,"MF",""
"259","CP9271NE-SE.CSV","CP9271NE-SE_output.csv",8.5369434008376,3.1624354443793,8.55022844067262,10.0009979398665,9.09470820147482,60,29.04,14.628,12.4375,3.90153101723737,1.47365953758946,4.04153568702913,6.30991827822652,8.58333333333333,4.45044909814069,8,3.7046633218152,1.7180795668885,0.77172447203604,1.67510591346464,0,0,0.758333333333333,613.366373697019,13.350582186913,20.8597298392741,6.29632949302574,5.80964321573482,3.37212873563427,5.341,1.83622493755485,98.1637750624451,29.04,493.883333333333,5.71666666666667,0.82532096107036,14.8864731923266,2.73999643873279,1.46087248405413,91.4105288494601,96,21.5165835508196,146,2,-0.764487423596426,3.45455232190282,2.084,3.258,5.34,7.437,9.306,"UMBS-LTREB","IP","IP_CP9271",NA,"reference","",NA,"unmanaged",NA,"MF",""
"260","CP9271NW-SW.CSV","CP9271NW-SW_output.csv",8.3663042750867,3.55992261890561,7.33914638480463,12.6730490525958,9.08057700764218,60,26.464,13.7439,12.501,4.35898964538937,1.56580762119667,4.53277289353647,6.24222326545517,8.88333333333333,5.50220808269832,7,5.43372200355424,2.1001641410573,0.934752030106357,2.03753131633633,0,0,0.738888888888889,473.054419591681,12.5762593521526,17.74519992277,6.42865397172189,5.28727702495136,3.33949020722192,4.789,1.05707531239446,98.9429246876055,26.464,493.616666666667,6.85,0.791448893388231,12.6706250575347,2.76752695883931,1.53735453320393,85.4422295798205,88,19.0893802931609,140,6,-0.553307642779728,3.05424738734547,1.946,2.507,4.789,7.101,8.8827,"UMBS-LTREB","IP","IP_CP9271",NA,"reference","",NA,"unmanaged",NA,"MF",""
"261","CP9271S-N.CSV","CP9271S-N_output.csv",7.73291081410764,3.61353554758907,7.07702081654828,13.0576391536898,8.52278836375775,60,29.541,13.6165166666667,12.088,4.10858760639976,1.47873516116735,3.97761900127419,6.2709884318583,8.11666666666667,5.72562384038473,6,4.89783979995091,1.9582996441845,0.9348977847599,1.79175946922805,0,0,0.776881720430108,519.177575692449,11.1419886176557,19.8754538397612,6.20165118387814,5.22707319767053,3.48444683109731,4.339,1.23301709034412,98.7669829096559,29.541,504.3,6.61666666666667,0.850507999419383,14.8981355161437,2.76325225902153,1.48518547530693,84.009137157775,85,20.3346557936479,141,5,-0.493615311831282,3.0747831610319,1.918,2.417,4.338,6.914,9.85420000000001,"UMBS-LTREB","IP","IP_CP9271",NA,"reference","",NA,"unmanaged",NA,"MF",""
"262","CP9274NE-SE.CSV","CP9274NE-SE_output.csv",13.0075058393566,7.3883087092007,11.0638120384817,54.587105582451,14.9289158564949,60,28.567,18.1371,18.945,4.34831722915116,1.33199488079027,4.23079277764551,6.2803958389602,13.8,8.57825394109816,14,3.86772274653157,1.84784061166657,0.902211888694994,1.76736438714334,0,0,0.718333333333333,638.402140611405,17.4320421758567,18.2900532036011,7.57874860136631,8.78004578255838,7.63057734729216,4.369,2.47966804979253,97.5203319502075,28.567,502.2,5.35,0.960711474940412,25.1109959700633,3.13102296793932,1.67834567825953,87.8899516645109,88,24.2864673280468,146,3,-0.378117423283607,2.67122937484698,1.8834,2.687,4.366,16.468,20.04,"UMBS-LTREB","IP","IP_CP9274",NA,"reference","",NA,"unmanaged",NA,"MF",""
"263","CP9274S-N.CSV","CP9274S-N_output.csv",10.3657335455936,6.17916784592819,8.24824314336001,38.1821152681528,12.04135285666,60,28.385,16.0837333333333,17.203,4.08261058439907,1.39906422945962,4.24337961541256,6.20253551718792,10.2666666666667,7.0922891207107,7,4.21212759787848,1.93908373298604,0.843735275609449,1.9775412474443,0,0,0.755172413793103,765.321983957659,17.3589566705886,21.5403947797223,7.75913095095864,7.12992854705521,6.15358535864759,4.637,1.45600053801406,98.5439994619859,28.385,495.766666666667,6.63333333333333,0.89890027649582,18.142820281254,2.99885921581732,1.61877393794354,87.9141813963011,89,22.4304108151565,146,6,-0.391639564944271,2.85669164369437,2.137,2.998,4.637,8.568,17.6744,"UMBS-LTREB","IP","IP_CP9274",NA,"reference","",NA,"unmanaged",NA,"MF",""
"264","CP9329NE-SE.CSV","CP9329NE-SE_output.csv",11.451273077305,6.01875402445233,10.4758964153992,36.2254000068611,12.9132992852753,60,29.313,18.4463166666667,22.1905,4.12653131365969,1.49018399246173,4.34395799798233,6.28785856016178,11.7333333333333,8.4349287251802,8,4.06044301054642,1.96627136265932,1.03038676060002,1.82876950119298,0,0,0.728333333333333,1998.02899594786,31.0357161011522,32.1685144518136,8.28017999577481,7.05090807409997,6.50892092352251,4.119,2.42155525238745,97.5784447476126,29.313,488.783333333333,8.11666666666667,0.925933964980961,21.752808988764,3.0286042670996,1.59987610196843,85.4500174764069,87,23.4315516220263,143,4,-0.495685638302294,2.86088538378888,1.887,2.672,4.112,8.927,19.3626,"UMBS-LTREB","IP","IP_CP9329",NA,"reference","",NA,"unmanaged",NA,"MF",""
"265","CP9329NW-SW.CSV","CP9329NW-SW_output.csv",13.5730693804543,5.22252119240393,13.9530429719388,27.2747276051081,14.5275036127449,60,27.01,20.5676833333333,21.1995,4.57649448709046,1.31823345031049,4.76750103324037,6.31716468674728,14.2666666666667,7.8283852625691,17,3.78418963391826,1.88006944099544,0.840200882034095,1.74910927657148,0,0,0.670238095238095,1330.00030014068,28.8189108189399,22.3488406712893,4.76528679661097,8.53123860091591,6.38922349016709,6.3395,0.274679815997614,99.7253201840024,27.01,503.733333333333,4.3,0.92936064839026,21.3722854188211,3.06209110161849,1.86189896881507,90.3935421782704,94,25.292930227513,144,3,-0.624146626944132,2.8610930318666,2.234,3.172,6.338,14.732,18.897,"UMBS-LTREB","IP","IP_CP9329",NA,"reference","",NA,"unmanaged",NA,"MF",""
"266","CP9329S-N.CSV","CP9329S-N_output.csv",12.1239582179167,5.14093310120859,13.0533010576211,26.4291931511022,13.1521507544726,60,26.142,18.37115,20.051,4.50422156842001,1.31572865594752,4.61115225766564,6.22455842927536,13.6833333333333,7.0985595737867,15,5.16478597392351,1.94689263358714,0.981181666586827,1.79175946922805,0,0,0.688271604938272,741.130390016558,20.0845953919994,18.3776880470922,6.47852935504944,8.15502171644052,5.76091884944862,5.942,0.672195839743162,99.3278041602568,26.142,498.483333333333,5.48333333333333,0.938743468885878,21.4215556685308,3.10353695587863,1.87600621586055,86.764519713141,89,22.9476663065835,143,3,-0.603574634475344,2.95656021578847,2.18,3.564,5.939,12.7265,17.3303,"UMBS-LTREB","IP","IP_CP9329",NA,"reference","",NA,"unmanaged",NA,"MF",""
