"","transect","id","mean.height.mean","height.2","mean.height.median","mean.height.var","mean.height.rms","transect.length","can.max.ht","moch","can.max.ht.median","lad.mean","lad.sd","lad.median","lad.column.max","lad.max.ht.mean","lad.max.ht.sd","lad.max.ht.median","lad.max","lad.mean.peak","lad.peak.sd","lad.peak.median","deep.gaps","deep.gap.fraction","porosity","std.std","mean.std","rugosity","top.rugosity","mean.return.ht","sd.return.ht","median.ht","sky.fraction","cover.fraction","max.ht","scan.density","rumple","gap.variables","enl","fhd","gini","mean.intensity","median.intensity","sd.intensity","max.intensity","min.intensity","skew.intensity","kurtosis.intensity","p10","p25","p50","p75","p90","projectID","siteID","plotID","year","description","disturbance","yearOfDisturbance","management","standAge","pft","notes"
"1","1.csv","1_output.csv",7.98573151915593,4.51388515096916,7.41421710305126,20.3751591561398,9.12863958571784,25,25.591,11.37276,10.296,3.71338516013448,2.33684543436382,3.27256946193335,8.09376775793108,8.32,6.08769250208977,6,4.76217393479776,1.60937024085813,1.21095672616726,1.27750511996138,0,0,0.702222222222222,398.836259938741,12.2426817566543,15.7782446217577,7.21960991720929,5.33236202481502,4.40640091012138,3.507,13.6041949323457,86.3958050676543,25.591,3272.76,4.72,0.712572175696109,15.2399094681252,2.62716825331586,1.48826926315575,1,1,0,1,1,NA,NA,2.254,2.649,3.507,5.629,11.7136,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2","2.csv","2_output.csv",14.0571597037307,6.2524073644329,13.4551424008749,39.0925978508148,15.3340351138561,25,37.502,19.86224,21.99,5.32506749564603,1.67464765886784,5.60825004793464,8.09346227450118,14.8,8.37157890324957,12,4.60517018598809,1.90221697416468,0.974760362402789,1.77195684193188,0,0,0.698461538461538,2348.91036003559,31.551554933418,36.7887175818768,8.67303595576543,8.56945461198769,6.45686233649515,5.631,1.46911437580972,98.5308856241903,37.502,3272.96,4.4,0.868488623189537,25.8503462812406,3.2513551038118,1.52099882707258,1,1,0,1,1,NA,NA,2.623,3.692,5.6295,12.173,17.688,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3","2019_forte_C01E_EW.CSV","2019_forte_C01E_EW_output.csv",11.4120929226852,3.07544939733292,11.430209217466,9.45838899555543,11.7992090591607,20,22.508,17.42765,17.1485,3.70678681053931,2.07465764650124,3.96628407596336,6.78765706536831,11.85,5.05001302760175,12.5,2.52572864430826,1.18408565870548,0.749781080426822,1.11336295180632,0,0,0.552083333333333,405.155883412101,16.5691067899971,11.4289362406907,3.10092911840442,7.05404270761946,4.1004549139628,6.621,18.7174531367369,81.2825468632631,22.508,5924.4,3.95,0.866535749562929,18.6272921108742,2.84560262380395,1.82930152021961,55.0473391828046,57,14.0159356697435,100,6,-0.220533310758932,2.9333801966751,2.01,3.282,6.621,10.249,12.488,"UMBS-FoRTE","UMBS","C01E",2019,"","girdle",NA,"unmanaged",NA,"DBF",""
"4","2019_forte_C01E_NS.CSV","2019_forte_C01E_NS_output.csv",12.1038995938192,3.99035756633297,13.8079416986267,15.9229535071908,12.713425628409,20,23.232,17.14675,20.214,4.21592946218724,2.44770994750361,3.8177123259569,8.40581460343285,11.95,4.87177693724947,11,5.72777798021242,1.51586553707065,1.35208121996246,1.28316847432817,0,0,0.54375,303.206061426728,14.1739216241643,10.1146432076853,5.8558171426279,7.93299610530733,4.54973090675865,6.792,11.8985781990521,88.1014218009479,23.232,5275.25,4.1,0.904440650393375,19.8030560271647,2.8800949871134,1.51580168839238,57.0151270630258,59,13.6924538955885,108,6,-0.506363982037366,3.40974391226727,2.859,3.885,6.792,11.155,14.109,"UMBS-FoRTE","UMBS","C01E",2019,"","girdle",NA,"unmanaged",NA,"DBF",""
"5","2019_forte_C01W_EW.CSV","2019_forte_C01W_EW_output.csv",10.7194970365875,3.54192736851685,10.8785694279585,12.5452494838487,11.2616874280484,20,21.485,16.0168,16.717,3.47783393176201,1.83628676035811,3.35837174754347,7.21817683840341,10.3,5.49736779118688,11,2.70061522261469,1.35116713874928,0.716838386097496,1.33872632080552,0,0,0.602272727272727,355.771576332171,16.6212497832233,8.91659306999429,4.20581101259724,7.47884698197083,4.8969414053119,6.147,8.74982515413336,91.2501748458666,21.485,4647.2,4.7,0.923237756456141,18.0195583596214,2.82847447716408,2.01490312401853,56.2856911811525,58,13.273169875061,104,0.612,-0.396802267082013,3.51670061841197,1.912,3.062,6.147,11.411,14.762,"UMBS-FoRTE","UMBS","C01W",2019,"","girdle",NA,"unmanaged",NA,"DBF",""
"6","2019_forte_C01W_NS.CSV","2019_forte_C01W_NS_output.csv",9.09340599373487,3.09612221623238,8.74567003261843,9.58597277784768,9.58105979032845,20,21.017,14.7171,14.957,3.58778507851979,2.44711096436709,3.14978714852807,8.08363720314155,8.1,5.16975007031033,7.5,3.61091791264422,1.31561779025858,0.968495487290889,0.96796278239367,0,0,0.613636363636364,516.322996011246,17.1639383641467,14.8903396819219,3.74481235423366,5.48863700234192,4.46351910213969,3.229,14.0227753130979,85.9772246869021,21.492,5984.8,3.85,0.86385789321253,16.5439624853458,2.67666762379749,1.49500197665479,50.0265679357861,49,12.4065195542588,94,6,0.00146854914613054,3.13984449216848,1.713,2.311,3.229,9.542,12.1129,"UMBS-FoRTE","UMBS","C01W",2019,"","girdle",NA,"unmanaged",NA,"DBF",""
"7","2019_forte_C02E_EW.CSV","2019_forte_C02E_EW_output.csv",10.8947920696422,5.42844329307862,10.5892120978146,29.4679965861703,12.1116097607873,20,25.202,19.1305,20.7455,3.31678917609942,1.66525733000284,3.2452111256153,8.21932609390609,9.2,7.0457153833488,7,2.63905732961526,1.1844628001472,0.590631333055715,1.10059702347211,0,0,0.586538461538462,1601.11601926153,29.294417912518,27.2571660014072,6.3132541154555,7.12615927935053,6.05485274026428,5.484,9.85474636308954,90.1452536369105,26.684,4488.95,6.3,0.858943548652922,19.9573712255773,2.78963296514066,1.69424846138518,51.1347881423999,52,12.8573285713837,94,6,-0.319101569719263,2.98117953076574,2.183,2.831,5.484,8.01,19.8669,"UMBS-FoRTE","UMBS","C02E",2019,"","girdle",NA,"unmanaged",NA,"DBF",""
"8","2019_forte_C02E_NS.CSV","2019_forte_C02E_NS_output.csv",13.124517124804,4.41162748066188,13.509980688371,19.4624570281311,13.8109479738357,20,27.101,21.0427,21.606,3.8651813913056,1.9989444214457,3.45005422547782,8.30573114487587,12.65,6.9302920117713,13.5,3.87120101090789,1.33034652866658,0.921514936913611,1.14512582556299,0,0,0.6,1654.9254134618,32.648334266136,24.2695628948782,3.63548265238461,8.9139146520926,6.31002126484514,7.81,8.05453440836963,91.9454655916304,27.101,4855.9,3.55,0.90406386495652,22.5535880708294,3.0197022945077,1.59527739832273,53.5017078988924,54,14.9683050702272,103,6,-0.137407469438153,2.64528714153817,2.255,2.928,7.81,13.715,19.218,"UMBS-FoRTE","UMBS","C02E",2019,"","girdle",NA,"unmanaged",NA,"DBF",""
"9","2019_forte_C02W_EW.CSV","2019_forte_C02W_EW_output.csv",14.1850663105186,6.24020600895787,15.5770684840955,38.9401710342339,15.434029568338,20,28.127,21.8494,26.078,4.60851337622737,2.43569863001677,3.67692594363859,8.53227882883428,15.75,8.70495926409042,11,5.56605180119012,1.80695358493882,1.32308293290202,1.55319892072076,0,0,0.624137931034483,2168.72737278786,35.5042647630923,30.135934636578,7.20311157472205,8.86798045104688,7.37672178784076,7.561,4.96675191815856,95.0332480818414,28.127,4887.75,8.1,0.911346265466131,23.4130879345603,2.99623871477376,1.47209127516149,52.6394062049217,54,12.9909737428859,514,6,0.220577378511544,19.992099098663,1.631,2.807,7.552,11.166,23.306,"UMBS-FoRTE","UMBS","C02W",2019,"","girdle",NA,"unmanaged",NA,"DBF",""
"10","2019_forte_C02W_NS.CSV","2019_forte_C02W_NS_output.csv",14.9569108051083,5.89919683034057,14.4875343194669,34.8005232431003,15.9696478280129,10,28.401,21.8783,25.856,4.33587231093748,2.18091565232302,4.09377585123134,7.85243908535751,12.5,6.46786930397742,9.5,2.21920348405499,1.29750843029278,0.707728441496008,1.35864151989794,0,0,0.579310344827586,1711.07611394948,32.7987224479864,25.2055533509866,8.15029870004775,11.8048794972125,7.62415281271256,9.081,11.3361442577317,88.6638557422683,28.401,9771.7,6.2,0.839133610501841,22.2846270928463,2.81804921916738,1.35798333763735,54.8213098481001,57,13.2466288955544,100,6,-0.488257055078485,3.4219598320276,3.332,5.613,9.081,20.089,24.133,"UMBS-FoRTE","UMBS","C02W",2019,"","girdle",NA,"unmanaged",NA,"DBF",""
"11","2019_forte_C03E_EW.CSV","2019_forte_C03E_EW_output.csv",9.30419327596357,3.12133077985867,8.78018108794,9.74270583729314,9.78895209212478,20,23.659,18.28885,18.79,3.37650777102894,1.65512949749949,2.89877703073734,6.47146270707871,9.55,6.02167138889108,9,3.75307824363621,1.20971043897307,0.907250739326016,0.807010334010932,0,0,0.518,796.535345033896,22.8064380330146,16.6253339599588,3.02795900123464,5.87266271565607,4.65174418698967,4.101,7.72930153137867,92.2706984686213,23.659,4626.8,3.35,0.779738198276484,18.9825737265416,2.75130535443732,1.68498074540745,47.9952915822392,47,13.318945840154,96,3,0.115906295493903,3.05290294464202,1.956,2.704,4.101,6.788,14.474,"UMBS-FoRTE","UMBS","C03E",2019,"","girdle",NA,"unmanaged",NA,"DBF",""
"12","2019_forte_C03E_NS.CSV","2019_forte_C03E_NS_output.csv",10.2790065416218,3.51954212101241,10.8877179376911,12.3871767415805,10.7502426426555,5,21.081,20.354,20.184,2.07853048439504,0.237154034899011,2.14291497502751,2.32754867157984,6.6,5.41294744108974,4,1.02760125302492,0.654203520599754,0.294993671036553,0.673106429676499,0,0,0.4,1187.49295847585,32.4718860989563,11.5355785139825,0.586085744580091,9.21199087444495,6.68177578872494,8.783,31.9509873899596,68.0490126100404,21.081,8406.4,1.6,1.16144685430564,18.15,2.55487225002086,1.47170534575617,46.9531266039649,45,16.2322042333171,126.374,2,0.134277109552296,2.50048344382179,2.101,2.402,8.783,15.833,18.22,"UMBS-FoRTE","UMBS","C03E",2019,"","girdle",NA,"unmanaged",NA,"DBF",""
"13","2019_forte_C03W_EW.CSV","2019_forte_C03W_EW_output.csv",9.14338227976644,3.87067441396104,8.03355351533996,14.9821204188927,9.89113006242942,20,24.851,17.2637,17.2065,3.47855661068763,1.63823773636865,3.27524156100984,8.33230835221912,8.25,6.46346004779744,6,3.00403107636869,1.18047867797081,0.62770171187742,1.10069498417173,0,0,0.592307692307692,782.371159319848,20.8896486829265,18.6009068925081,5.9386068816463,5.84326492782355,4.41970610700205,4.156,7.55335112658794,92.4466488734121,24.851,4365.2,4.9,0.858908889433082,20.4131132508024,2.83754214079395,1.67344543157722,48.7884093528122,48,12.8171635617572,97,5,-0.0167755276270873,2.89458219296348,2.256,3.11,4.156,7.412,10.699,"UMBS-FoRTE","UMBS","C03W",2019,"","girdle",NA,"unmanaged",NA,"DBF",""
"14","2019_forte_C03W_NS.CSV","2019_forte_C03W_NS_output.csv",10.9521895649194,2.15778082205825,10.4722877077599,4.65601807604236,11.1488148758916,15,23.305,21.2696,21.907,3.42050880864562,1.15909189423586,3.79906871811057,5.01015899020537,9.13333333333333,4.64245419496854,8,1.66842306745512,1.04294089282662,0.396761338323424,0.996096725142515,0,0,0.4,1033.04947651299,29.8303838320786,11.9665231769236,2.13670128937107,6.99435808214201,4.38203842669485,6.099,6.36825164211132,93.6317483578887,23.305,5095.33333333333,3.06666666666667,0.881845038695265,21.4501160092807,2.98671487405031,1.55772324896832,52.5099639453311,54,13.6680955830434,94,6,-0.169811577373428,2.87006093111226,2.306,3.328,6.098,8.985,13.033,"UMBS-FoRTE","UMBS","C03W",2019,"","girdle",NA,"unmanaged",NA,"DBF",""
"15","2019_forte_C03W_NS_lastpart.CSV","2019_forte_C03W_NS_lastpart_output.csv",10.5633061281148,3.71015360884808,10.1952023285046,13.7652398012485,11.0722910094193,5,23.305,19.638,21.907,3.49712270562552,0.866265320227757,3.17997506052584,4.73961579473602,9.2,6.9065186599328,8,1.58074741997117,1.15526550939838,0.365941066762525,1.23278450156448,0,0,0.441666666666667,1012.5427543097,27.1328090660844,16.6238812102682,4.99404945910631,7.0923946033297,4.27825764471285,6.1,3.83795309168443,96.1620469083156,23.305,5534.6,5.6,1.06719283510086,19.9816513761468,2.74639022610587,1.14758858321679,53.9034537186666,55,14.209815549828,94,8,-0.00507198756753421,2.44357766393097,2.903,3.603,6.1,8.687,11.403,"UMBS-FoRTE","UMBS","C03W",2019,"","girdle",NA,"unmanaged",NA,"DBF",""
"16","2019_forte_C04E_EW.CSV","2019_forte_C04E_EW_output.csv",11.1118290342912,2.41445459498078,10.3729668390999,5.82959099122382,11.3582945871719,20,21.651,18.45785,19.0355,2.32395845748367,1.85261762077166,1.69574326741962,6.48336216098845,8.45,4.44232039888117,8,2.27133254948994,0.776502542386968,0.644851900573548,0.525402852314928,0,0,0.508695652173913,529.303623156973,19.8609580376773,11.6123197072158,2.71033263204275,8.06622878291406,4.76983046593696,6.889,24.327501555909,75.672498444091,21.651,5061.6,2.75,0.889726795140613,19.3298969072165,2.80960882163247,1.85236940818128,67.2258355091384,69,18.8946727680123,126,6,-0.46340800339372,3.0161831984595,2.398,3.872,6.889,11.931,14.724,"UMBS-FoRTE","UMBS","C04E",2019,"","girdle",NA,"unmanaged",NA,"DBF",""
"17","2019_forte_C04E_NS.CSV","2019_forte_C04E_NS_output.csv",9.09880378229675,3.45805197038663,9.1126999862414,11.9581234298949,9.70301229140403,20,21.503,14.17475,15.3065,3.87341951537176,2.72975458786896,3.82985355344075,8.12177741916108,7.9,4.90863900099664,6.5,3.43398720448515,1.47447247582315,1.04238014203869,1.30835438860012,0,0,0.634782608695652,501.952746901847,15.0674584222371,16.5808456839814,5.11599856873154,6.25568683172551,4.36199365986183,5.082,16.2034087288946,83.7965912711055,21.503,3767.05,6.5,0.913134845225387,18.3861818181818,2.86134020787233,1.94848886390964,68.5166892039604,70,34.9604293843813,7658,5,162.032476816599,35184.9441304825,2.054,2.849,5.0775,9.053,12.1347,"UMBS-FoRTE","UMBS","C04E",2019,"","girdle",NA,"unmanaged",NA,"DBF",""
"18","2019_forte_C04W_EW.CSV","2019_forte_C04W_EW_output.csv",12.1067634036402,3.98968158366007,12.0323100622472,15.9175591389963,12.7159506641764,20,20.798,17.50675,18.9865,4.04562570073513,2.04011004494472,3.85722605004831,8.23456499326713,13.55,5.12450254325134,13,4.07753744390572,1.49546329937691,0.962904537001493,1.21954538770641,0,0,0.561363636363636,615.508589477552,18.4412035715061,16.596101961359,3.30618426708112,8.29929498913831,5.46056529441456,6.866,7.08345668380117,92.9165433161988,20.798,3715.95,3.2,0.941555686237356,19.1493212669683,2.86816401069322,2.01557916946626,70.383548153512,74,18.6856031049467,119,5,-0.557865436614335,2.94408868745965,1.831,3.487,6.865,11.121,17.665,"UMBS-FoRTE","UMBS","C04W",2019,"","girdle",NA,"unmanaged",NA,"DBF",""
"19","2019_forte_D01E_EW.CSV","2019_forte_D01E_EW_output.csv",10.1712716822479,1.81122150043192,9.99499530059032,3.28052332362685,10.3233359332894,20,18.365,15.3811,15.6425,3.45492009775736,1.84446657991288,3.46829531900029,7.18108484520952,9.9,3.38572856188101,9.5,3.00373587341451,1.21433903115112,0.747966708545496,0.950717958675725,0,0,0.502631578947368,122.784875207579,9.92914895686357,4.91903203892737,2.05425125045599,7.37376102378279,3.29238426652997,6.838,13.5800291095135,86.4199708904865,18.365,4534.85,2.65,0.822366722593752,14.1722386796445,2.59879868170924,1.88946357674374,72.3034641148325,74,14.9385931032688,121,5,-0.836846569358049,4.71340465279202,4.002,4.69,6.838,9.409,12.468,"UMBS-FoRTE","UMBS","D01E",2019,"","girdle",NA,"unmanaged",NA,"DBF",""
"20","2019_forte_D01E_NS.CSV","2019_forte_D01E_NS_output.csv",11.979879316794,2.08447123301484,11.9170763509933,4.34502032126639,12.1509373198183,20,20.162,15.96075,15.984,4.58976770683456,2.08332181482158,5.036348704919,7.22645140496309,11.75,3.44696662986,12,5.17501915020354,2.01979454349309,1.26173010342709,1.90055573856164,0,0,0.576190476190476,136.403465110185,8.65530688658275,7.84150035447671,2.1120803880983,8.82651952493806,3.34890689207226,8.637,5.20296145008935,94.7970385499107,20.162,3917.25,2.45,0.863836084957579,15.5543595263724,2.54725422874048,1.58379106931804,75.2454519747384,77,15.4536919203813,123,4,-1.01144920607751,4.9987379240322,4.716,6.142,8.637,11.11,13.2572,"UMBS-FoRTE","UMBS","D01E",2019,"","girdle",NA,"unmanaged",NA,"DBF",""
"21","2019_forte_D01W_EW.CSV","2019_forte_D01W_EW_output.csv",8.82654119162976,3.25990154032125,8.60733317777377,10.6269580525889,9.38101484688604,20,19.226,13.90435,14.4825,3.60224008250558,2.11857717176604,3.85872879294958,7.48969153020608,9.25,4.67777499965191,8.5,2.96050358167025,1.36449994684673,0.951374992749094,1.26912631524665,0,0,0.55,282.711706335942,11.9272282347978,11.8512840220368,4.29772297452843,6.00657572216636,4.33521664563455,4.643,17.9509476031215,82.0490523968785,19.599,4485.25,4.15,0.833770886736927,15.4671834625323,2.7417155031796,1.48781986456743,69.7704527704557,73,17.235846388502,115,3.783,-0.651800717469505,3.37826207534221,1.959,2.785,4.643,7.4,13.063,"UMBS-FoRTE","UMBS","D01W",2019,"","girdle",NA,"unmanaged",NA,"DBF",""
"22","2019_forte_D01W_NS.CSV","2019_forte_D01W_NS_output.csv",10.298923531463,4.95071475283368,11.0370645643313,24.5095765639251,11.37329871421,20,19.823,14.21185,17.003,2.86943720981474,1.92222967562177,2.65045674870212,5.96001357121906,10.9,6.15501507116886,12.5,3.85178292505079,1.20788903550369,0.990328859793097,1.15013895992381,2,0.1,0.607142857142857,376.404028326518,14.3710437823104,13.0336920683832,6.2342464557517,8.01295000778695,5.19729081399017,6.863,25.9805758091011,74.0194241908989,19.823,5205.1,4.85,0.940276907000451,18.0132036136206,2.80384897654111,1.75259235413033,69.8298551627472,73,17.8947355320358,120,6,-0.668815006077774,3.31442597726505,2.108,3.012,6.858,12.938,15.6648,"UMBS-FoRTE","UMBS","D01W",2019,"","girdle",NA,"unmanaged",NA,"DBF",""
"23","2019_forte_D03E_EW.CSV","2019_forte_D03E_EW_output.csv",11.6921719695838,4.66264051182292,11.0764903824051,21.7402165424923,12.544325054848,20,22.457,17.3049,17.985,2.52419089286926,1.95344640023535,1.72909505852116,7.00374704463586,11.35,5.99363697687192,11,4.04305126783455,0.970750678593018,0.888145389233994,0.790597037866205,0,0,0.606521739130435,318.257816966006,13.4375471031337,11.7341444007251,3.95270280481064,8.36647723288599,5.08824214939196,5.94,20.6761162461876,79.3238837538124,22.457,4279.1,4.45,0.920977568347862,18.9271206690562,2.86255101753172,1.01066023335432,69.5807430541233,72,17.7733844461012,908,5,0.82023681413634,76.5241369253984,2.881,4.441,5.94,12.58625,16.08,"UMBS-FoRTE","UMBS","D03E",2019,"","girdle",NA,"unmanaged",NA,"DBF",""
"24","2019_forte_D03E_NS.CSV","2019_forte_D03E_NS_output.csv",12.2616508209005,4.33656941227049,10.724009293575,18.80583426744,12.9697194806888,20,21.76,16.8888,16.884,2.66157837857596,1.87404473028023,2.06420624221547,6.4164054317168,12.5,6.51718376375305,11,3.80220813942094,1.03879299243387,0.928948713160267,0.739534984052494,0,0,0.597826086956522,329.63328652977,13.4154991401853,12.23346514073,4.25251825826088,10.2662173516309,5.77500170203446,8.436,24.2535948066733,75.7464051933267,22.566,3689.6,3.7,0.894327243311787,18.020022246941,2.67640637873859,1.75106380418678,70.9959393619496,74,29.8989203042769,5549,2.055,110.307454640917,20175.4686502331,3.821,5.464,8.436,15.9685,19.366,"UMBS-FoRTE","UMBS","D03E",2019,"","girdle",NA,"unmanaged",NA,"DBF",""
"25","2019_forte_D03W_EW.CSV","2019_forte_D03W_EW_output.csv",9.75303785093545,3.04978531018292,9.62218874124149,9.30119043820753,10.1959736287456,20,18.697,15.1601,16.3805,3.50122598771897,1.97176676453334,3.6132974084762,7.12205988162914,9,4.71280450642603,7.5,3.67086094861126,1.40457966242493,0.955178921949159,1.23210420323604,0,0,0.54,287.390351347704,13.7837358245753,9.86909205884836,3.61290489481074,6.63590251842207,4.03472553937617,6.294,12.9120383495271,87.0879616504729,18.697,3880.35,4.7,0.903425872320358,16.4765957446808,2.7388020642151,1.8960368273487,70.8522513724272,73,33.2217962166173,7732,6,181.399712548428,41847.8471202991,2.227,2.852,6.294,8.9775,13.252,"UMBS-FoRTE","UMBS","D03W",2019,"","girdle",NA,"unmanaged",NA,"DBF",""
"26","2019_forte_D03W_NS.CSV","2019_forte_D03W_NS_output.csv",9.93125265321408,4.4671824604579,11.8977105443345,19.9557191350227,10.8437868127441,20,19.335,15.501,17.5615,3.11404199013235,2.07128741707729,2.92443830774035,7.40610338123702,9.9,5.35969362832184,10.5,4.59511985013459,1.39991515526484,1.29033849775493,0.793879883402243,0,0,0.575,251.752691697827,12.1842187250471,10.1635380531603,4.62318433208336,6.93362082543386,5.10115307235931,6.414,18.5697151068201,81.4302848931799,19.335,4210.6,3.35,0.943173071826764,17.7324324324324,2.63591951109004,1.51020232220157,70.2576820429057,72,16.1625748002695,657,6,-0.0516550904357408,29.2934597078826,1.753,2.181,6.414,10.605,15.636,"UMBS-FoRTE","UMBS","D03W",2019,"","girdle",NA,"unmanaged",NA,"DBF",""
"27","3.csv","3_output.csv",23.1763894879516,7.73777489016298,25.5304826690663,59.8731602508367,24.3848982679452,25,42.322,33.1044,36.455,5.19663688001724,1.54234761236039,5.45379369792312,8.09315669772264,27.96,12.163743941183,33,3.3787245258101,1.68478341182785,0.830878217207781,1.42711635564015,0,0,0.591627906976744,16709.2286623937,107.615780969179,71.6105603161106,9.81441237415669,12.2115334430235,10.7644624802326,7.91,1.90261915824999,98.09738084175,42.322,3271.52,8.04,0.924989314985235,36.9551294343241,3.50279282939808,0.923237168978057,1,1,0,1,1,NA,NA,2.759,4.002,7.91,17.49425,32.408,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"28","4.csv","4_output.csv",14.894184250935,4.99474070122643,14.0767394147739,24.9474346724879,15.6775719352963,25,39.75,24.00936,21.605,5.90222699996052,1.08386194996084,5.79148805507531,8.09407314806935,15.64,9.35360892917809,15,3.29583686600433,1.54540231725675,0.635263327814432,1.43155095270801,0,0,0.59609756097561,3543.21400567395,46.0748802645797,37.6871253119497,7.60954136200074,7.26344449082828,5.3558365860186,5.594,0.447367134405707,99.5526328655943,39.75,3272.72,6.48,0.773031152057042,27.6404148436234,3.29802231880892,1.46389567026196,1,1,0,1,1,NA,NA,2.718,3.272,5.594,9.606,14.602,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"29","5.csv","5_output.csv",16.9178550946328,8.82218166518158,13.312684827232,77.8308893334661,18.9981966187088,25,42.601,27.3384,29.914,5.46749284711739,1.44546124609668,5.60825004793464,7.40000951716269,19.44,13.0737650787114,14,3.39588024038453,1.53963809590251,0.753213157493267,1.48427476948009,0,0,0.635454545454545,8787.91085199757,64.2729363053114,68.2414867268508,12.8527600635039,9.6118345762208,8.8371379951757,5.861,1.33105176312412,98.6689482368759,42.601,3272.84,12.96,0.801354415056263,31.4987267384917,3.26182905492249,1.41247279403586,1,1,0,1,1,NA,NA,3.006,4.373,5.861,12.637,20.888,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"30","6.csv","6_output.csv",11.7725838132355,7.649039517201,9.13907180953352,58.5078055357025,13.9556878352136,25,39.969,18.08452,12.7,4.14221486576686,2.27075147354391,4.76095218754743,8.09376775793108,12.48,9.78570385818005,9,3.97029191355212,1.58971241007534,1.02747673251708,1.5859764257551,0,0,0.740487804878049,2521.51186666968,31.9935231030386,38.7030534470475,12.2042135248446,7.33309343015214,7.01439443487735,5.219,11.6482549613843,88.3517450386157,39.969,3273.52,6.72,0.712380725085078,21.0960047704234,2.84029775930911,1.26551431059828,1,1,0,1,1,NA,NA,2.948,3.812,5.219,6.86475,13.0535,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
