"","siteID","plotID","BDF","ENF","unknown","BEF","pft"
"59","BLAN","BLAN_013",0.990607007524605,NA,0.00939299247539464,NA,"BDF"
"60","BLAN","BLAN_015",0.992011202653962,NA,0.00798879734603793,NA,"BDF"
"61","BLAN","BLAN_017",0.999950090253458,NA,4.99097465416705e-05,NA,"BDF"
"62","BLAN","BLAN_018",0.95531074620661,NA,0.0446892537933901,NA,"BDF"
"63","BLAN","BLAN_032",0.00613981442856391,NA,0.993860185571436,NA,NA
"64","BLAN","BLAN_035",0.23411532225375,NA,0.765884677746251,NA,NA
"65","BLAN","BLAN_036",0.934479220152376,NA,0.0655207798476239,NA,"BDF"
"66","BLAN","BLAN_044",0.314013669456689,0.00384866194509105,0.68213766859822,NA,"MF"
"67","BLAN","BLAN_048",0.971359648797928,NA,0.0286403512020721,NA,"BDF"
"68","BLAN","BLAN_050",0.418955046537725,NA,0.581044953462275,NA,"MF"
"69","BLAN","BLAN_052",0.509146438393184,NA,0.490853561606816,NA,"MF"
"70","BLAN","BLAN_053",NA,NA,1,NA,NA
"71","BLAN","BLAN_055",NA,0.0369010602030495,0.96309893979695,NA,NA
"72","BLAN","BLAN_057",NA,0.191809092488423,0.808190907511577,NA,NA
"73","BLAN","BLAN_063",0.727298921835471,0.229612629479999,0.0430884486845302,NA,"BDF"
"74","DELA","DELA_037",0.992802164592108,NA,0.00719783540789151,NA,"BDF"
"75","DELA","DELA_038",0.994164291414731,NA,0.00583570858526915,NA,"BDF"
"76","DELA","DELA_039",0.994737642511282,NA,0.00526235748871804,NA,"BDF"
"77","DELA","DELA_040",0.995385939951354,NA,0.00461406004864594,NA,"BDF"
"78","DELA","DELA_041",0.99349204680144,NA,0.00650795319855974,NA,"BDF"
"79","DELA","DELA_042",0.98995222273991,NA,0.0100477772600897,NA,"BDF"
"80","DELA","DELA_043",0.991005646397011,NA,0.00899435360298902,NA,"BDF"
"81","DELA","DELA_044",0.990002653498978,NA,0.00999734650102249,NA,"BDF"
"82","DELA","DELA_045",0.997651050820063,NA,0.00234894917993681,NA,"BDF"
"83","DELA","DELA_046",0.998784732916999,NA,0.001215267083001,NA,"BDF"
"84","DELA","DELA_047",0.828666030612924,0.0022334737429594,0.16895359671109,0.000146898933025777,"BDF"
"85","DELA","DELA_048",0.956758457950793,NA,0.0172070530755302,NA,"BDF"
"86","DELA","DELA_050",0.988455451756832,NA,0.0115445482431679,NA,"BDF"
"87","DELA","DELA_051",0.996349603116172,NA,0.00365039688382773,NA,"BDF"
"88","DELA","DELA_052",0.997610448319498,NA,0.00238955168050172,NA,"BDF"
"89","DELA","DELA_053",0.951745903949116,NA,0.0482540960508836,NA,"BDF"
"90","DELA","DELA_054",0.998100287336746,NA,0.00189971266325377,NA,"BDF"
"91","DELA","DELA_055",0.99721325179567,NA,0.00278674820432988,NA,"BDF"
"92","DELA","DELA_056",0.997380875478172,NA,0.00261912452182772,NA,"BDF"
"93","DSNY","DSNY_003",NA,1,NA,NA,"ENF"
"94","DSNY","DSNY_004",NA,NA,1,NA,NA
"95","DSNY","DSNY_005",NA,NA,1,NA,NA
"96","DSNY","DSNY_006",NA,1,NA,NA,"ENF"
"97","DSNY","DSNY_007",0.998450561284175,0.00154943871582519,NA,NA,"BDF"
"98","DSNY","DSNY_008",NA,1,NA,NA,"ENF"
"99","DSNY","DSNY_009",NA,NA,1,NA,NA
"100","DSNY","DSNY_010",NA,1,NA,NA,"ENF"
"101","DSNY","DSNY_011",0.996450286152058,NA,0.00354971384794175,NA,"BDF"
"102","DSNY","DSNY_012",NA,1,NA,NA,"ENF"
"103","DSNY","DSNY_013",NA,1,NA,NA,"ENF"
"104","DSNY","DSNY_014",NA,1,NA,NA,"ENF"
"105","DSNY","DSNY_018",NA,1,NA,NA,"ENF"
"106","DSNY","DSNY_019",NA,0.998597731128967,0.00140226887103333,NA,"ENF"
"107","DSNY","DSNY_020",NA,NA,1,NA,NA
"108","DSNY","DSNY_025",NA,1,NA,NA,"ENF"
"109","DSNY","DSNY_034",NA,1,NA,NA,"ENF"
"110","GRSM","GRSM_047",0.740392648138554,0.128208636396783,0.0459839327380261,0.0854147827266364,"BDF"
"111","GRSM","GRSM_048",0.86503336067209,0.0617942721610179,0.00307671846252743,0.0700956487043646,"BDF"
"112","GRSM","GRSM_049",0.992027599312806,0.00746319277019532,0.000509207916998433,NA,"BDF"
"113","GRSM","GRSM_050",0.993809018019076,NA,0.00619098198092375,NA,"BDF"
"114","GRSM","GRSM_051",0.743591291943634,0.154250233465282,0.102158474591085,NA,"BDF"
"115","GRSM","GRSM_052",0.921881693277262,0.0323820858106272,0.0457362209121109,NA,"BDF"
"116","GRSM","GRSM_053",0.999880620146406,NA,0.000119379853593465,NA,"BDF"
"117","GRSM","GRSM_054",0.999559039831429,NA,0.000440960168571082,NA,"BDF"
"118","GRSM","GRSM_055",0.999858588657237,NA,9.22915276377629e-05,4.91198151252958e-05,"BDF"
"119","GRSM","GRSM_056",0.928252810088521,0.0227365516909866,0.0165631011650842,0.0324475370554086,"BDF"
"120","GRSM","GRSM_057",0.991042147730225,0.0029927395798352,0.000387189218986619,0.00557792347095334,"BDF"
"121","GRSM","GRSM_058",0.996520611606253,3.32968993707161e-05,0.00344609149437585,NA,"BDF"
"122","GRSM","GRSM_059",0.658561021634808,0.224622613650844,0.0701855055256397,0.0466308591887081,"MF"
"123","GRSM","GRSM_060",0.961554597489773,0.0233848536116767,0.0138624125553717,0.00119813634317817,"BDF"
"124","GRSM","GRSM_061",0.793803751597565,0.118492375350273,0.0849258174370699,0.00277805561509212,"BDF"
"125","GRSM","GRSM_062",0.905203537794418,0.0947964622055818,NA,NA,"BDF"
"126","GRSM","GRSM_063",0.991796515996478,0.00323020194052205,0.00497328206299952,NA,"BDF"
"127","GRSM","GRSM_064",0.963672672646606,0.0326268882616275,0.00370043909176684,NA,"BDF"
"128","GRSM","GRSM_065",0.847422964262308,0.0960574652985633,0.0565195704391291,NA,"BDF"
"129","GRSM","GRSM_066",0.991794405555643,NA,0.00820559444435689,NA,"BDF"
"130","GUAN","GUAN_001",0.685366034634308,NA,0.314633965365692,NA,"MF"
"131","GUAN","GUAN_002",0.218663582757218,NA,0.781336417242782,NA,NA
"132","GUAN","GUAN_003",0.00699992378781202,NA,0.993000076212188,NA,NA
"133","GUAN","GUAN_004",0.644287893456415,NA,0.355712106543585,NA,"MF"
"134","GUAN","GUAN_005",0.035863156551766,NA,0.964136843448234,NA,NA
"135","GUAN","GUAN_006",0.340926220386677,NA,0.659073779613323,NA,"MF"
"136","GUAN","GUAN_007",0.179052324514378,NA,0.820947675485622,NA,NA
"137","GUAN","GUAN_008",NA,NA,1,NA,NA
"138","GUAN","GUAN_009",0.806193806193806,NA,0.193806193806194,NA,"BDF"
"139","GUAN","GUAN_010",0.779662881183491,NA,0.220337118816509,NA,"BDF"
"140","GUAN","GUAN_011",0.0547271729113974,NA,0.945272827088602,NA,NA
"141","GUAN","GUAN_012",0.0121102930718016,NA,0.987889706928198,NA,NA
"142","GUAN","GUAN_013",0.00216223371981422,NA,0.997837766280186,NA,NA
"143","GUAN","GUAN_014",NA,NA,1,NA,NA
"144","GUAN","GUAN_015",0.0285199373867194,NA,0.971480062613281,NA,NA
"145","GUAN","GUAN_016",0.514680082259582,NA,0.485319917740418,NA,"MF"
"146","GUAN","GUAN_017",0.0821515119096901,NA,0.91784848809031,NA,NA
"147","GUAN","GUAN_018",0.376265934398146,NA,0.623734065601854,NA,"MF"
"148","GUAN","GUAN_019",NA,NA,1,NA,NA
"149","GUAN","GUAN_020",0.0410272203117247,NA,0.958972779688275,NA,NA
"150","GUAN","GUAN_042",0.250206775357577,NA,0.749793224642423,NA,NA
"151","GUAN","GUAN_043",0.302843420564377,NA,0.697156579435623,NA,"MF"
"152","GUAN","GUAN_044",0.357381279243388,NA,0.642618720756612,NA,"MF"
"153","GUAN","GUAN_045",0.40290977360017,NA,0.59709022639983,NA,"MF"
"154","GUAN","GUAN_046",0.31235416527632,NA,0.68764583472368,NA,"MF"
"155","GUAN","GUAN_047",0.523221158708158,NA,0.476778841291842,NA,"MF"
"156","HARV","HARV_033",0.684104999639489,0.315895000360511,NA,NA,"MF"
"157","HARV","HARV_034",0.144794416233641,0.855205583766359,NA,NA,"ENF"
"158","HARV","HARV_035",0.424797283743688,0.575202716256312,NA,NA,"MF"
"159","HARV","HARV_036",0.977126482606548,0.0228735173934517,NA,NA,"BDF"
"160","HARV","HARV_037",0.233168106109205,0.766831893890795,NA,NA,"ENF"
"161","HARV","HARV_038",0.53283985650115,0.467135013846438,NA,2.51296524113893e-05,"MF"
"162","HARV","HARV_039",0.804185174452061,0.195814825547939,NA,NA,"BDF"
"163","HARV","HARV_040",0.766704380953863,0.226628654037731,0.000826925471639375,0.00584003953676608,"BDF"
"164","HARV","HARV_041",0.280851598705568,0.714140735770765,0.00500766552366709,NA,"ENF"
"165","HARV","HARV_042",0.640918124905993,0.359067272013049,1.46030809580205e-05,NA,"MF"
"166","HARV","HARV_043",0.40010006879888,0.59989993120112,NA,NA,"MF"
"167","HARV","HARV_044",0.889024847627098,0.101439484317547,0.00143025045984041,0.00810541759551485,"BDF"
"168","HARV","HARV_045",0.901676294067287,0.0983237059327132,NA,NA,"BDF"
"169","HARV","HARV_046",0.274149332392125,0.723537069769204,0.000841332303953008,0.00147226553471789,"ENF"
"170","HARV","HARV_047",0.972113114416008,0.0276158275634558,0.000271058020536228,NA,"BDF"
"171","HARV","HARV_048",0.310786690304099,0.689204392264381,8.91743151990575e-06,NA,"MF"
"172","HARV","HARV_049",0.276222174681728,0.723754907712044,2.29176062280306e-05,NA,"ENF"
"173","HARV","HARV_050",0.62580243850007,0.373885229571404,0.000312331928526099,NA,"MF"
"174","HARV","HARV_051",0.753679788070698,0.243695701164967,0.00262451076433443,NA,"BDF"
"175","HARV","HARV_052",0.523085254475742,0.476914745524258,NA,NA,"MF"
"176","JERC","JERC_047",0.774227021168106,0.220339278695068,0.00543370013682621,NA,"BDF"
"177","JERC","JERC_048",NA,1,NA,NA,"ENF"
"178","JERC","JERC_049",0.0804390266556813,0.919560973344319,NA,NA,"ENF"
"179","JERC","JERC_050",0.191064148861173,0.78678177505118,0.0221540760876464,NA,"ENF"
"180","JERC","JERC_051",0.00409843477317322,0.995162920129124,0.000738645097702345,NA,"ENF"
"181","JERC","JERC_052",0.439314277379766,0.560685722620234,NA,NA,"MF"
"182","JERC","JERC_053",NA,1,NA,NA,"ENF"
"183","JERC","JERC_054",0.975378466488143,NA,0.0245380660096877,8.34675021694653e-05,"BDF"
"184","JERC","JERC_056",1,NA,NA,NA,"BDF"
"185","JERC","JERC_057",0.890719802703018,0.0776442764857088,0.0316359208112734,NA,"BDF"
"186","JERC","JERC_058",NA,0.999874659543986,0.000125340456013647,NA,"ENF"
"187","JERC","JERC_059",0.000990086739309748,0.998843292265619,0.000166620995071599,NA,"ENF"
"188","JERC","JERC_060",0.214521173634882,0.778183429237496,0.00729539712762198,NA,"ENF"
"189","JERC","JERC_061",NA,1,NA,NA,"ENF"
"190","JERC","JERC_062",0.238674918126334,0.761325081873666,NA,NA,"ENF"
"191","JERC","JERC_063",0.00111266986720808,0.998887330132792,NA,NA,"ENF"
"192","JERC","JERC_064",0.0046093219914878,0.995390678008512,NA,NA,"ENF"
"193","JERC","JERC_065",NA,1,NA,NA,"ENF"
"194","JERC","JERC_066",0.000252701389285918,0.999747298610714,NA,NA,"ENF"
"195","LENO","LENO_001",0.971891115161393,NA,0.0275857349913223,NA,"BDF"
"196","LENO","LENO_002",0.973201106350048,NA,0.026798893649952,NA,"BDF"
"197","LENO","LENO_003",0.992266580898432,NA,0.00773341910156772,NA,"BDF"
"198","LENO","LENO_004",0.942533473037102,NA,0.0516341757020852,0.00583235126081246,"BDF"
"199","LENO","LENO_005",0.992193221473029,NA,0.00780677852697066,NA,"BDF"
"200","LENO","LENO_007",0.998270362697708,NA,0.00172963730229193,NA,"BDF"
"201","LENO","LENO_008",0.979052926405429,NA,0.0209470735945711,NA,"BDF"
"202","LENO","LENO_009",0.98978801633341,NA,0.0102119836665904,NA,"BDF"
"203","LENO","LENO_010",0.915426123139185,NA,0.0845738768608153,NA,"BDF"
"204","LENO","LENO_011",0.983566674838282,0.000370020101091978,0.0160633050606263,NA,"BDF"
"205","LENO","LENO_012",1,NA,NA,NA,"BDF"
"206","LENO","LENO_013",0.94810191499486,NA,0.0518980850051396,NA,"BDF"
"207","LENO","LENO_014",0.874212770485449,NA,0.125787229514551,NA,"BDF"
"208","LENO","LENO_015",0.901837773180375,NA,0.0981622268196246,NA,"BDF"
"209","LENO","LENO_016",0.950487859671279,NA,0.0495121403287209,NA,"BDF"
"210","LENO","LENO_017",0.870643851430822,0.12537356748745,0.00398258108172805,NA,"BDF"
"211","LENO","LENO_018",0.933465819893949,NA,0.0665341801060513,NA,"BDF"
"212","LENO","LENO_021",0.954416094837878,NA,0.0455839051621223,NA,"BDF"
"213","LENO","LENO_022",0.996230642703603,NA,0.0037693572963969,NA,"BDF"
"214","LENO","LENO_061",0.985741822215608,NA,0.0142581777843917,NA,"BDF"
"215","LENO","LENO_062",0.992188988685442,NA,0.00347252001012763,0.00433849130443055,"BDF"
"216","LENO","LENO_063",0.985469363123567,NA,0.00802178744237806,0.00650884943405525,"BDF"
"217","LENO","LENO_064",0.64601890375151,0.343996420758193,0.00921077013587732,0.000773905354418919,"MF"
"218","LENO","LENO_065",0.991300581292306,0.00411454473960068,0.00458487396809354,NA,"BDF"
"219","LENO","LENO_066",0.609068220342592,0.384787598235786,0.00564692541015183,0.000497256011469996,"MF"
"220","LENO","LENO_067",0.971686640340956,NA,0.020040915694862,0.00827244396418204,"BDF"
"221","LENO","LENO_068",0.975159359724312,NA,0.00851908694054664,0.0163215533351417,"BDF"
"222","LENO","LENO_069",0.989826861121782,NA,0.0101731388782175,NA,"BDF"
"223","LENO","LENO_070",0.873958272232964,0.0997638206761832,0.0176978402562065,0.00807427826434865,"BDF"
"224","MLBS","MLBS_001",0.972028731036719,NA,0.0249789106056984,0.0029923583575827,"BDF"
"225","MLBS","MLBS_002",0.953964814966973,NA,0.0460351850330271,NA,"BDF"
"226","MLBS","MLBS_003",0.99358925863883,NA,NA,0.00641074136117,"BDF"
"227","MLBS","MLBS_004",0.863948000446827,NA,0.0591402604011518,0.0769117391520207,"BDF"
"228","MLBS","MLBS_005",0.982415942257126,NA,0.017584057742874,NA,"BDF"
"229","MLBS","MLBS_006",0.415620094418944,0.584379905581055,NA,NA,"MF"
"230","MLBS","MLBS_007",0.79284322297697,NA,0.205218663293684,0.00193811372934586,"BDF"
"231","MLBS","MLBS_008",0.991853849605715,NA,NA,0.00814615039428495,"BDF"
"232","MLBS","MLBS_009",0.971065109704609,NA,0.0289348902953906,NA,"BDF"
"233","MLBS","MLBS_010",0.953305755266992,NA,0.0332494112711842,0.0134448334618236,"BDF"
"234","MLBS","MLBS_011",1,NA,NA,NA,"BDF"
"235","MLBS","MLBS_012",0.904487275531834,NA,0.0955127244681661,NA,"BDF"
"236","MLBS","MLBS_013",0.905070967944051,0.0221883366170891,0.0727406954388598,NA,"BDF"
"237","MLBS","MLBS_014",0.832155817629036,0.107871083000509,0.0515489935809329,0.0084241057895217,"BDF"
"238","MLBS","MLBS_015",0.854497067242463,0.0762434230120123,0.0264320460637347,0.0428274636817896,"BDF"
"239","MLBS","MLBS_016",0.742440120553869,NA,0.125473541393577,0.132086338052553,"BDF"
"240","MLBS","MLBS_017",0.986340732071294,NA,NA,0.0136592679287059,"BDF"
"241","MLBS","MLBS_018",0.873036019292846,NA,0.0328288941333506,0.094135086573803,"BDF"
"242","MLBS","MLBS_019",0.650221665859518,0.326743016353758,0.0187962596305954,0.00423905815612857,"MF"
"243","MLBS","MLBS_020",0.514899759621342,0.449316035982455,0.0357842043962035,NA,"MF"
"244","MLBS","MLBS_061",0.811025132867405,NA,0.0875323067338953,0.1014425603987,"BDF"
"245","MLBS","MLBS_062",0.609280603072254,0.184021260059761,0.206698136867985,NA,"MF"
"246","MLBS","MLBS_063",0.803196634050172,0.0217839868962231,0.121833380631266,0.0531859984223392,"BDF"
"247","MLBS","MLBS_064",0.932065918774531,NA,0.0214242769187613,0.0465098043067072,"BDF"
"248","MLBS","MLBS_065",0.950920685375851,0.0240142577277615,0.0250650568963874,NA,"BDF"
"249","MLBS","MLBS_066",0.997527332960634,NA,0.00247266703936591,NA,"BDF"
"250","MLBS","MLBS_067",0.940311429884581,0.0373901159365877,0.0222984541788311,NA,"BDF"
"251","MLBS","MLBS_068",0.682282410440439,0.0307546217570679,0.21517326306868,0.0717897047338133,"MF"
"252","MLBS","MLBS_069",0.945589107799894,NA,0.0388565208437318,0.0155543713563738,"BDF"
"253","MLBS","MLBS_070",0.904625637466252,0.0187564579914397,0.0752983665570646,0.00131953798524392,"BDF"
"254","MLBS","MLBS_071",0.839058773146734,0.15267084785462,0.00827037899864605,NA,"BDF"
"255","MLBS","MLBS_072",0.793624575738956,0.0362056719324744,0.17016975232857,NA,"BDF"
"256","MLBS","MLBS_073",0.797310654994795,NA,0.101887228383746,0.100802116621459,"BDF"
"257","MLBS","MLBS_074",0.985275130872867,NA,0.00666825521485519,0.0080566139122781,"BDF"
"258","MLBS","MLBS_075",0.944064018289426,0.000150239110711651,0.0557857425998626,NA,"BDF"
"259","MLBS","MLBS_076",0.863016945821739,NA,0.128384259683528,0.00859879449473357,"BDF"
"260","ORNL","ORNL_001",0.571339784785702,0.352507855073054,0.0761523601412443,NA,"MF"
"261","ORNL","ORNL_002",0.935665890686601,NA,0.0643341093133991,NA,"BDF"
"262","ORNL","ORNL_003",0.984962591094889,NA,0.0150374089051109,NA,"BDF"
"263","ORNL","ORNL_004",0.859022188273814,NA,0.140977811726186,NA,"BDF"
"264","ORNL","ORNL_006",0.925753015586294,NA,0.0742469844137063,NA,"BDF"
"265","ORNL","ORNL_007",0.893144168073821,0.0987049555587374,0.00815087636744166,NA,"BDF"
"266","ORNL","ORNL_008",0.828032503653006,NA,0.171967496346994,NA,"BDF"
"267","ORNL","ORNL_009",0.638050122441221,0.32997572695832,0.0319741506004596,NA,"MF"
"268","ORNL","ORNL_010",0.842004024144869,0.000483472262144294,0.157512503592986,NA,"BDF"
"269","ORNL","ORNL_012",0.915390061068671,NA,NA,0.0846099389313289,"BDF"
"270","ORNL","ORNL_014",0.988073575061548,NA,0.0118401016542994,8.63232841520809e-05,"BDF"
"271","ORNL","ORNL_021",0.33256351039261,NA,0.66743648960739,NA,"MF"
"272","ORNL","ORNL_027",0.103259143235813,0.88818727157884,0.00855358518534746,NA,"ENF"
"273","ORNL","ORNL_029",0.364021466088148,0.62573266346959,0.0102458704422623,NA,"MF"
"274","ORNL","ORNL_031",0.680453257790368,NA,0.319546742209632,NA,"MF"
"275","ORNL","ORNL_032",0.274135900901493,0.725798809646335,6.52894521716224e-05,NA,"ENF"
"276","ORNL","ORNL_035",0.151668268757197,0.846941818638823,0.0013899126039802,NA,"ENF"
"277","ORNL","ORNL_036",1,NA,NA,NA,"BDF"
"278","ORNL","ORNL_037",0.991514399517814,NA,0.00848560048218617,NA,"BDF"
"279","ORNL","ORNL_043",0.803506691933534,0.118893631924808,0.077599676141658,NA,"BDF"
"280","ORNL","ORNL_044",0.160799238820171,NA,0.839200761179829,NA,NA
"281","ORNL","ORNL_045",0.888480814009418,0.0429840482805222,0.0685351377100596,NA,"BDF"
"282","ORNL","ORNL_046",0.975278728434186,0.0123797607927567,0.0123415107730572,NA,"BDF"
"283","ORNL","ORNL_049",0.905841819540712,NA,0.0941581804592884,NA,"BDF"
"284","ORNL","ORNL_050",0.961997214961437,NA,0.0380027850385631,NA,"BDF"
"285","ORNL","ORNL_051",0.996536055162629,NA,0.00346394483737125,NA,"BDF"
"286","ORNL","ORNL_052",0.931486864088284,NA,0.0685131359117164,NA,"BDF"
"287","ORNL","ORNL_053",0.936663227325528,NA,0.063336772674472,NA,"BDF"
"288","ORNL","ORNL_054",0.942712754315965,NA,0.0572872456840348,NA,"BDF"
"289","ORNL","ORNL_055",0.960303110977627,NA,0.0343762341974371,0.00532065482493607,"BDF"
"290","ORNL","ORNL_056",0.939489037712856,NA,0.060510962287144,NA,"BDF"
"291","ORNL","ORNL_057",0.957387521726441,NA,0.0426124782735588,NA,"BDF"
"292","ORNL","ORNL_058",0.979021923854619,NA,0.0209780761453811,NA,"BDF"
"293","ORNL","ORNL_059",0.89586001035407,NA,0.10413998964593,NA,"BDF"
"294","ORNL","ORNL_060",0.937567064030806,NA,0.0624329359691942,NA,"BDF"
"295","ORNL","ORNL_061",0.73071356329792,0.23333880503844,0.0359476316636396,NA,"BDF"
"296","ORNL","ORNL_062",0.93996175289718,NA,0.0600382471028203,NA,"BDF"
"297","ORNL","ORNL_063",0.489958773691304,0.479260525928593,0.0307091986499202,7.15017301829777e-05,"MF"
"298","ORNL","ORNL_066",NA,NA,1,NA,NA
"299","OSBS","OSBS_025",0.412765462795312,0.587234537204688,NA,NA,"MF"
"300","OSBS","OSBS_026",0.196876738442025,0.803123261557975,NA,NA,"ENF"
"301","OSBS","OSBS_027",0.36120109989988,0.63879890010012,NA,NA,"MF"
"302","OSBS","OSBS_028",0.0150752255892452,0.984924774410755,NA,NA,"ENF"
"303","OSBS","OSBS_029",0.826088617649724,0.173911382350276,NA,NA,"BDF"
"304","OSBS","OSBS_030",NA,1,NA,NA,"ENF"
"305","OSBS","OSBS_031",0.397778493377128,0.602221506622872,NA,NA,"MF"
"306","OSBS","OSBS_032",0.596511682498944,0.403488317501056,NA,NA,"MF"
"307","OSBS","OSBS_033",0.2400759786672,0.759924021332799,NA,NA,"ENF"
"308","OSBS","OSBS_034",0.0111275670446381,0.988872432955362,NA,NA,"ENF"
"309","OSBS","OSBS_035",0.00204638389288448,0.997953616107116,NA,NA,"ENF"
"310","OSBS","OSBS_036",0.0890653448339516,0.910934655166048,NA,NA,"ENF"
"311","OSBS","OSBS_037",0.00377111544553144,0.996228884554469,NA,NA,"ENF"
"312","OSBS","OSBS_038",0.245130683012948,0.754869316987052,NA,NA,"ENF"
"313","OSBS","OSBS_039",0.0927746717830181,0.907225328216982,NA,NA,"ENF"
"314","OSBS","OSBS_040",0.058779568152569,0.941220431847431,NA,NA,"ENF"
"315","OSBS","OSBS_041",0.000603033912508472,0.999396966087492,NA,NA,"ENF"
"316","OSBS","OSBS_042",0.0302130744906597,0.96978692550934,NA,NA,"ENF"
"317","OSBS","OSBS_043",0.360266687097298,0.639733312902702,NA,NA,"MF"
"318","OSBS","OSBS_044",0.149276785767149,0.850723214232851,NA,NA,"ENF"
"319","SCBI","SCBI_002",0.997338303886128,NA,0.00266169611387234,NA,"BDF"
"320","SCBI","SCBI_003",0.995432460484299,NA,0.0045675395157007,NA,"BDF"
"321","SCBI","SCBI_004",0.969872432711419,NA,0.030127567288581,NA,"BDF"
